id,country,object_type,launch_year,growth_year,altitude_km,min_altitude_km,max_altitude_km,orbit_type,status,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40
4161,Israel,Debris,2024,2024,23740.57,23719.95,23789.87,GEO,Active,541.53,2.07,407.13,457.94,740.76,588.11,800.24,212.88,443.75,88.32,602.77,547.18,189.76,986.2,518.5,995.81,551.98,340.35,782.22,824.43,752.57,651.36,968.16,809.59,223.51,416.89,271.73,214.57,870.35,26.06,172.93,272.66,126.74,65.08,615.09,669.06,599.14,540.75,192.1,839.08
4162,UAE,Payload,1993,1993,7030.39,7028.34,7038.41,MEO,Inactive,517.55,230.56,448.07,671.73,819.81,28.83,740.4,480.93,803.35,839.15,729.87,197.94,498.49,606.54,358.57,307.34,324.97,680.37,327.22,757.7,855.54,884.01,316.23,145.14,774.34,982.04,212.04,965.7,117.59,873.85,91.01,988.22,653.22,266.26,138.81,397.42,637.62,793.93,137.96,433.52
4163,Brazil,Rocket Body,2005,2005,16637.58,16622.74,16665.56,MEO,Active,222.49,547.79,42.25,663.6,425.21,132.8,228.76,397.08,568.4,210.13,625.76,830.76,27.78,680.29,777.8,820.46,419.35,416.53,911.98,924.72,400.67,837.04,127.91,459.72,303.04,546.24,667.23,291.44,322.63,702.82,119.44,451.94,136.83,328.9,192.01,268.12,77.05,96.77,741.42,104.16
4164,United Kingdom,Rocket Body,2016,2016,3780.61,3778.56,3801.33,MEO,Active,126.87,126.72,984.48,634.56,119.37,181.31,513.94,8.88,905.9,559.19,77.75,955.73,757.71,547.8,520.44,614.14,365.95,162.34,176.01,185.12,243.22,184.51,830.97,754.59,373.64,669.39,326.16,819.34,264.22,963.9,240.49,537.89,351.32,466.55,329.47,431.49,648.73,927.53,49.71,411.65
4165,France,Payload,1993,1993,29173.84,29163.88,29203.03,GEO,Active,848.03,173.27,249.28,558.79,294.41,313.23,246.27,395.29,583.71,785.59,753.12,22.49,919.07,652.24,196.69,639.94,672.74,374.25,252.17,329.61,15.67,502.75,732.68,68.32,26.08,454.91,704.84,632.01,915.34,346.63,266.47,735.56,558.46,96.09,290.28,361.66,647.98,714.33,357.67,405.1
4166,Italy,Debris,2022,2022,24745.67,24738.0,24747.94,GEO,Inactive,359.26,757.2,102.72,776.55,445.56,397.42,63.01,688.16,114.11,789.89,351.45,372.03,994.09,119.62,55.05,503.62,390.9,680.77,214.81,201.13,974.3,697.1,109.86,593.66,377.0,490.16,692.79,51.56,663.67,938.01,522.16,931.94,941.75,901.49,12.83,478.05,131.57,280.99,255.44,559.62
4167,UAE,Rocket Body,2000,2000,3810.35,3797.23,3838.43,MEO,Active,53.85,865.21,737.51,99.94,468.06,567.43,685.9,649.26,545.35,464.2,752.19,283.65,704.48,926.66,273.29,932.04,185.33,178.81,263.95,907.75,328.34,327.26,467.29,700.38,528.79,497.47,256.37,177.96,188.35,659.55,778.96,302.59,985.67,286.29,805.77,600.67,17.06,647.27,182.1,511.54
4168,United Kingdom,Rocket Body,1995,1995,17096.47,17072.29,17109.68,MEO,Inactive,99.93,678.55,248.48,481.1,615.29,932.81,512.46,849.43,107.89,199.53,134.43,51.78,471.48,101.72,339.71,471.4,435.86,774.55,22.63,383.51,267.67,26.91,536.06,292.55,226.92,531.95,833.2,925.53,899.3,827.86,612.79,425.69,153.51,975.15,534.38,332.58,639.44,292.27,415.03,282.27
4169,India,Rocket Body,1990,1990,4241.25,4226.89,4274.11,MEO,Active,70.44,420.93,219.48,43.08,37.59,351.62,579.79,921.05,557.25,71.82,709.74,899.68,658.22,47.34,834.6,420.86,12.97,276.45,582.76,749.21,879.54,550.64,149.59,899.73,695.76,171.48,741.46,376.88,988.66,757.16,643.13,799.42,699.85,416.91,851.81,809.76,386.22,679.41,757.31,48.27
4170,Germany,Rocket Body,2000,2000,31185.27,31153.63,31225.91,GEO,Inactive,996.38,918.99,117.15,194.48,290.87,140.64,167.62,365.61,84.15,695.02,84.09,380.04,333.06,954.38,371.56,965.32,904.49,666.04,584.49,485.13,272.08,837.83,271.27,863.43,325.82,881.0,877.4,703.46,23.17,53.46,55.72,714.62,466.66,267.6,647.28,525.79,810.9,726.57,538.17,863.9
4171,UAE,Payload,2021,2021,3030.8,3017.31,3051.27,MEO,Inactive,873.5,834.1,544.05,781.53,895.48,167.73,425.61,611.43,196.11,279.13,663.8,151.31,836.07,241.68,478.98,833.7,8.47,403.8,905.01,876.88,263.46,866.24,793.95,148.34,712.89,721.58,165.98,860.72,976.77,111.06,396.61,654.76,937.71,867.74,180.1,561.85,290.98,544.71,123.1,572.86
4172,China,Rocket Body,2001,2001,28590.71,28574.61,28596.58,GEO,Inactive,728.52,514.92,550.68,37.35,179.34,153.11,807.75,258.63,649.8,907.46,191.12,4.47,242.6,907.62,880.35,52.1,326.64,648.48,52.01,835.84,829.24,148.68,627.75,193.29,495.15,237.32,51.35,669.43,52.74,266.3,389.49,46.71,706.45,360.46,847.24,165.14,579.17,693.15,373.9,685.48
4173,UAE,Rocket Body,1996,1996,19042.36,19006.47,19071.85,MEO,Active,37.72,850.49,11.71,809.1,754.55,800.61,886.46,860.62,783.48,253.41,703.99,337.83,415.97,241.33,385.81,677.1,330.72,394.73,218.32,23.54,367.7,847.25,944.7,898.67,481.06,958.17,934.43,981.53,167.37,396.64,871.93,153.85,280.21,119.84,106.28,771.25,141.78,630.82,654.42,764.32
4174,United Kingdom,Rocket Body,2006,2006,21672.22,21659.6,21696.1,GEO,Inactive,762.82,1.58,590.02,271.77,626.98,221.32,10.2,670.54,703.2,922.25,14.95,855.68,932.27,916.05,401.63,76.15,381.95,444.17,331.65,799.12,585.63,374.08,918.42,487.99,536.66,682.65,5.82,548.04,943.19,753.52,210.09,223.26,721.13,229.76,403.07,577.14,649.25,959.54,829.23,252.56
4175,South Korea,Payload,1997,1997,31667.0,31622.07,31698.81,GEO,Inactive,52.58,585.88,197.35,57.91,286.8,489.97,444.84,863.23,499.63,281.27,443.79,22.73,14.55,553.21,167.57,677.78,866.46,696.92,685.91,31.33,179.29,197.91,794.86,899.18,498.24,434.55,209.21,841.56,204.04,389.4,127.58,14.35,778.36,24.58,495.4,176.92,819.24,66.12,192.75,84.86
4176,Germany,Debris,2011,2011,1420.18,1374.57,1447.03,LEO,Active,458.5,718.17,78.06,850.37,537.18,392.84,819.23,305.19,879.46,329.83,392.28,831.39,334.51,393.32,137.56,492.56,630.02,594.11,502.42,358.04,32.57,921.99,339.04,658.99,563.46,123.42,335.17,581.84,422.37,887.69,938.48,728.44,215.5,450.23,477.27,196.22,964.39,973.59,249.73,547.13
4177,Russia,Debris,1991,1991,2007.17,1989.78,2010.56,MEO,Active,954.41,293.49,206.52,332.36,349.21,706.35,700.28,714.83,823.48,87.11,874.63,799.33,323.93,303.56,126.74,911.87,732.29,304.04,659.53,425.96,612.01,369.99,868.44,657.62,753.82,924.98,995.56,643.49,212.11,42.34,958.36,370.43,423.12,509.31,50.19,805.27,666.56,388.72,796.85,73.1
4178,Russia,Debris,1996,1996,16863.73,16822.11,16904.14,MEO,Inactive,246.31,551.67,437.05,712.84,205.71,202.31,808.28,799.88,140.86,858.33,858.3,18.5,918.42,909.64,826.51,16.88,322.55,223.02,172.31,471.0,22.8,228.86,466.32,200.44,476.59,290.22,579.87,309.87,834.19,101.72,995.92,86.47,826.84,769.5,606.64,634.92,22.25,762.83,922.52,424.65
4179,United Kingdom,Debris,2025,2025,14582.32,14548.21,14591.58,MEO,Inactive,875.67,637.03,2.42,297.55,965.22,961.15,448.06,124.11,51.33,636.65,418.56,654.31,791.91,595.81,314.41,424.08,483.39,719.09,791.16,916.93,368.97,530.5,883.96,768.23,894.41,672.58,853.27,692.92,44.09,911.85,589.56,940.63,155.94,422.71,711.23,371.01,519.08,814.57,496.59,373.63
4180,UAE,Debris,2015,2015,3894.28,3883.39,3920.32,MEO,Active,567.14,682.11,663.06,767.94,837.61,369.95,442.18,990.0,122.5,998.15,453.33,699.17,865.06,452.64,550.31,50.96,112.49,883.4,705.38,460.26,757.17,561.68,442.32,601.24,963.21,588.37,165.98,77.63,411.83,805.64,674.11,694.76,77.0,466.6,578.66,309.14,876.76,458.86,884.73,769.19
4181,Italy,Rocket Body,2020,2020,30562.34,30529.6,30594.71,GEO,Active,430.48,867.43,110.06,844.32,258.37,116.87,425.87,225.92,283.21,888.49,602.82,695.3,977.8,828.2,980.23,475.37,775.35,435.69,103.57,36.76,855.28,371.19,492.62,749.48,334.96,407.71,937.89,30.22,746.79,772.07,813.52,594.46,445.48,252.16,170.06,554.45,255.07,285.39,937.09,790.08
4182,Italy,Rocket Body,2012,2012,28864.74,28841.85,28897.71,GEO,Active,558.7,764.07,426.08,617.13,24.76,192.36,804.75,307.08,541.47,895.45,475.02,354.11,109.04,545.92,494.77,501.97,83.64,989.95,406.19,450.35,252.16,713.97,655.96,630.57,402.18,221.96,727.89,800.73,237.16,555.5,745.84,81.06,149.17,484.98,709.03,236.25,85.06,770.26,465.42,482.51
4183,UAE,Payload,1996,1996,11125.51,11119.83,11170.79,MEO,Inactive,191.56,275.91,368.78,428.62,739.33,295.81,578.95,726.52,947.75,832.4,427.06,132.9,285.16,20.51,324.73,904.76,838.15,439.01,163.7,891.58,533.23,875.61,551.46,668.29,225.0,875.66,636.62,179.32,471.93,976.37,101.5,410.79,641.23,711.87,100.56,987.1,617.59,823.66,320.79,561.29
4184,United Kingdom,Debris,2017,2017,6411.78,6364.07,6429.74,MEO,Inactive,34.2,411.67,859.26,893.21,245.73,285.56,1.26,406.37,552.37,484.52,407.62,934.54,102.01,874.11,91.93,332.08,939.34,693.98,144.31,891.6,994.83,396.72,342.96,6.59,336.79,668.54,870.89,356.49,716.4,831.68,857.8,342.96,407.82,760.93,646.97,351.06,546.81,551.58,795.9,313.7
4185,South Korea,Rocket Body,2006,2006,712.56,672.53,719.11,LEO,Inactive,481.26,518.67,602.38,826.29,805.34,382.61,897.01,501.76,576.08,26.49,110.93,340.4,574.59,188.56,86.1,127.02,711.14,235.35,589.83,872.55,512.61,633.64,397.02,520.48,724.97,488.63,51.04,902.85,196.13,164.78,297.45,717.93,177.24,795.96,601.4,975.88,461.28,253.31,866.92,512.32
4186,India,Payload,1993,1993,3388.22,3383.96,3406.54,MEO,Inactive,892.39,167.78,941.43,919.55,457.56,201.59,550.59,394.33,630.76,239.46,351.41,102.06,439.26,772.7,673.01,783.72,662.11,502.37,704.03,484.8,449.56,363.7,385.29,907.87,433.06,851.18,524.71,745.94,945.15,623.53,902.43,617.5,715.42,449.79,30.66,30.64,759.9,497.88,863.07,519.95
4187,Russia,Rocket Body,2000,2000,20699.57,20675.92,20702.76,GEO,Active,846.03,301.42,388.05,108.27,621.48,61.19,98.78,114.41,869.97,785.43,281.63,885.32,914.67,951.67,450.79,489.49,560.15,60.04,777.23,280.7,432.46,649.83,66.9,869.67,735.51,373.63,33.28,39.15,792.85,986.41,180.87,45.96,639.29,608.6,509.23,606.5,350.94,904.38,270.3,779.76
4188,China,Payload,2013,2013,4374.27,4345.16,4375.1,MEO,Active,795.95,600.85,607.85,254.7,483.59,239.32,326.13,282.91,395.81,578.72,613.74,197.55,175.65,36.91,296.28,582.94,233.28,48.63,625.26,99.49,819.42,188.47,27.46,111.68,768.33,566.22,515.43,403.76,940.59,973.29,427.05,677.82,335.72,681.74,843.47,798.37,337.99,545.46,851.39,619.64
4189,Russia,Payload,2003,2003,26802.47,26786.2,26844.2,GEO,Active,683.05,324.49,313.88,280.11,28.35,913.54,265.71,242.39,481.02,195.38,5.28,942.66,205.7,314.43,221.88,380.69,998.73,423.82,155.84,176.12,604.86,920.04,961.51,392.04,123.46,156.3,866.85,15.61,959.45,694.79,650.88,867.74,192.31,262.79,216.5,432.34,555.64,667.51,668.64,504.45
4190,France,Rocket Body,1997,1997,12554.5,12526.83,12554.57,MEO,Inactive,698.78,237.15,690.27,446.81,193.61,614.66,399.24,981.16,206.49,846.95,113.0,326.37,812.2,821.23,862.67,955.14,78.33,755.81,454.66,889.75,793.14,755.32,297.2,752.47,821.16,123.0,574.48,951.87,808.94,947.67,999.14,808.8,717.13,678.36,508.56,469.72,798.41,218.81,317.9,419.73
4191,United Kingdom,Debris,2023,2023,9618.79,9574.38,9663.65,MEO,Inactive,371.53,671.05,86.72,892.79,711.48,219.95,610.34,220.64,611.96,170.6,883.15,862.54,291.84,507.78,156.02,534.16,678.25,342.64,75.41,914.65,50.85,582.69,552.08,384.81,829.0,978.81,731.23,305.05,932.18,344.33,615.89,224.99,69.71,152.86,473.62,339.46,748.25,973.08,529.23,788.59
4192,South Korea,Debris,1995,1995,21147.77,21117.19,21193.9,GEO,Active,666.01,184.73,950.4,99.87,921.74,41.08,439.41,793.26,653.47,176.48,708.82,984.46,562.47,281.22,213.41,405.65,354.36,518.32,436.95,967.08,483.26,920.11,851.42,735.05,225.51,738.42,550.5,167.67,890.46,828.47,997.74,135.64,972.01,597.08,729.59,449.51,337.23,185.67,209.97,304.18
4193,United States,Payload,1994,1994,35603.51,35599.78,35632.62,GEO,Active,198.35,542.22,900.44,202.43,807.15,318.91,901.07,61.25,933.0,148.04,998.95,450.93,687.91,518.52,51.72,420.48,481.27,122.83,416.4,512.28,734.28,389.16,781.77,125.3,521.64,429.32,433.65,672.26,957.67,815.47,413.01,397.43,718.16,295.02,577.74,526.12,255.86,172.76,628.08,822.68
4194,Russia,Rocket Body,2008,2008,18002.23,17985.38,18029.03,MEO,Active,244.51,640.06,206.54,307.82,428.36,869.7,719.43,459.28,59.61,522.93,77.96,983.46,771.35,66.19,880.73,32.84,643.84,537.07,423.8,418.38,996.29,10.34,732.84,731.43,312.74,677.82,468.8,582.18,81.15,354.31,264.5,266.51,229.64,305.29,588.28,877.79,673.3,424.32,837.58,975.84
4195,Brazil,Payload,2014,2014,2083.86,2079.76,2106.41,MEO,Inactive,516.31,965.65,718.53,864.62,341.02,357.36,7.36,627.44,993.38,227.69,308.17,544.39,670.68,197.82,144.17,466.74,429.95,587.58,344.92,716.44,963.94,468.59,39.29,850.98,680.32,550.48,503.51,948.58,934.72,454.02,457.01,546.84,424.24,894.65,821.03,567.25,999.92,278.9,299.63,33.14
4196,Germany,Rocket Body,1990,1990,31361.25,31358.01,31371.3,GEO,Active,279.42,166.44,62.03,586.05,632.14,39.09,625.13,29.43,530.44,723.25,997.96,464.08,578.54,227.17,781.93,901.59,621.74,62.2,911.4,388.43,814.14,132.23,862.87,971.65,169.7,258.78,635.33,599.55,430.18,975.34,837.8,738.75,218.75,806.97,799.63,601.8,397.75,202.68,475.33,574.1
4197,United Kingdom,Rocket Body,2010,2010,25763.7,25727.39,25811.29,GEO,Active,735.46,509.91,32.75,687.78,124.65,536.67,44.99,371.66,488.13,563.71,894.95,354.24,514.1,677.23,105.8,249.78,594.45,525.96,746.62,100.52,206.05,840.38,535.28,316.3,475.18,490.68,861.27,412.83,584.26,159.06,88.91,168.73,693.7,936.63,302.99,533.35,343.77,143.41,740.08,748.46
4198,Canada,Payload,2023,2023,24987.66,24941.98,25008.18,GEO,Inactive,389.58,382.78,462.66,847.96,700.69,384.03,738.67,324.0,628.52,563.16,139.65,274.35,561.48,662.06,617.66,89.74,653.12,678.12,958.38,79.34,810.87,191.44,615.83,13.6,655.85,701.68,219.05,339.2,76.16,903.85,679.86,316.36,45.04,990.27,867.86,79.43,620.95,948.75,660.44,420.95
4199,South Korea,Rocket Body,2009,2009,2658.52,2612.5,2705.9,MEO,Active,871.3,5.21,622.14,474.64,399.42,783.14,648.2,710.5,470.34,772.86,480.3,386.3,31.28,428.36,890.16,57.35,496.6,10.69,428.92,195.64,571.48,482.4,488.52,538.25,16.89,747.26,887.74,949.81,837.72,74.78,133.93,532.19,94.4,170.28,620.15,259.48,564.38,879.63,933.09,762.42
4200,Germany,Debris,2000,2000,18351.21,18326.38,18368.46,MEO,Active,518.79,469.75,194.87,274.14,784.78,685.74,867.1,577.96,934.96,931.24,354.49,226.69,124.44,581.11,94.7,529.87,438.62,603.34,376.96,616.86,696.69,132.93,775.49,676.39,196.55,889.07,52.37,749.21,519.48,826.5,489.66,773.12,435.98,694.38,279.74,499.67,782.73,770.57,965.33,415.85
4201,France,Payload,2022,2022,14379.45,14377.36,14425.58,MEO,Inactive,420.42,125.34,816.69,821.52,563.36,475.21,822.53,85.62,443.67,104.35,169.24,577.35,717.4,123.52,372.26,845.74,568.7,720.88,585.2,225.26,802.49,328.58,45.24,402.28,826.03,416.53,218.2,360.69,658.32,501.91,26.52,30.69,235.49,321.53,15.68,179.37,615.84,357.51,492.51,428.12
4202,United States,Payload,2000,2000,21614.52,21566.95,21639.35,GEO,Inactive,474.57,589.71,370.68,575.69,58.71,179.72,290.29,563.54,329.17,946.4,755.1,872.82,104.24,426.18,881.75,508.3,697.1,82.99,566.33,906.06,649.15,391.62,394.48,942.36,847.32,190.28,13.59,764.3,417.02,965.21,170.92,394.71,796.77,115.9,232.63,389.52,233.95,511.07,533.96,502.15
4203,France,Payload,1990,1990,5178.31,5144.85,5184.99,MEO,Active,115.59,545.94,843.03,872.81,4.69,376.63,86.6,369.73,197.23,833.4,541.06,669.05,123.09,295.98,640.13,430.05,951.24,605.32,750.43,590.33,520.57,199.49,133.85,24.37,389.3,169.84,6.31,691.8,785.63,353.53,685.82,901.55,340.13,116.71,302.34,3.91,830.4,633.79,777.21,485.73
4204,United Kingdom,Rocket Body,1991,1991,23385.51,23344.46,23403.91,GEO,Active,856.27,333.12,253.24,384.48,245.65,512.22,828.39,464.29,737.78,895.5,317.99,588.31,396.58,291.88,227.72,782.63,471.35,888.81,431.18,714.47,734.11,575.28,385.6,121.66,774.96,191.11,188.08,49.6,336.13,859.16,377.31,465.27,613.22,741.5,793.04,886.99,652.08,221.41,925.6,365.82
4205,Japan,Payload,1993,1993,29606.6,29573.26,29613.96,GEO,Inactive,450.28,370.85,549.25,947.23,484.33,302.55,328.17,302.75,988.77,603.89,556.36,316.34,494.98,464.47,148.0,859.03,721.23,446.97,750.54,583.65,339.31,390.13,907.91,638.44,766.99,175.53,181.16,168.93,280.74,625.51,4.21,785.46,64.39,563.08,789.51,332.59,649.24,621.53,438.86,561.22
4206,Russia,Payload,2003,2003,8565.24,8549.94,8609.75,MEO,Active,366.13,638.67,397.09,241.09,117.17,408.39,569.12,33.18,422.82,416.67,623.46,869.46,220.65,886.05,601.81,414.79,956.4,850.7,568.74,297.84,433.94,914.18,128.37,351.66,487.26,757.62,377.77,684.33,708.79,105.84,912.16,431.92,472.35,751.75,985.63,96.57,91.01,82.97,894.48,929.38
4207,China,Rocket Body,1998,1998,28517.84,28473.77,28529.64,GEO,Active,398.82,897.22,228.65,355.53,776.13,746.95,107.31,511.36,923.52,771.72,276.28,151.59,229.2,967.92,864.0,610.52,90.51,541.16,465.16,629.89,310.99,332.83,784.06,267.88,404.03,241.68,560.07,890.04,169.95,951.84,632.5,416.88,648.8,819.09,555.88,70.73,925.1,765.29,802.45,988.81
4208,Germany,Rocket Body,2013,2013,30777.92,30747.95,30806.17,GEO,Inactive,523.07,609.52,750.92,451.84,668.38,160.97,44.73,530.76,866.38,795.38,822.56,846.76,814.68,331.5,397.4,304.31,592.43,808.07,872.26,216.62,304.91,814.56,899.97,498.47,974.8,915.97,843.03,23.33,414.62,777.44,857.06,418.63,880.28,169.44,24.1,712.62,546.35,612.98,223.71,966.54
4209,India,Payload,2018,2018,10269.52,10221.52,10270.6,MEO,Inactive,424.34,776.57,530.09,273.55,724.2,533.27,940.32,293.09,98.39,88.55,41.66,106.37,566.03,179.4,29.47,539.7,27.6,266.04,332.3,625.34,723.31,892.89,934.81,725.57,828.84,449.79,728.27,655.91,396.57,965.17,341.54,742.56,882.17,915.24,977.9,209.07,236.04,646.82,601.84,16.25
4210,United States,Payload,1996,1996,23115.71,23090.62,23126.91,GEO,Active,425.33,506.57,971.26,886.11,611.96,995.8,478.37,384.71,124.4,773.5,209.9,35.26,849.44,292.52,189.93,270.86,869.57,605.35,439.54,510.64,514.65,968.27,440.67,327.55,613.62,348.79,815.47,938.54,614.32,676.22,625.78,699.63,40.03,230.5,125.62,339.34,159.06,49.55,544.66,805.71
4211,China,Debris,2009,2009,20499.96,20491.62,20506.51,GEO,Inactive,374.77,424.17,744.83,204.65,394.93,549.48,657.43,373.82,485.42,872.61,666.27,418.36,210.03,989.79,747.23,212.35,474.33,578.94,107.85,790.15,741.87,135.0,939.6,535.04,34.2,202.12,775.41,428.33,861.82,27.92,259.64,971.77,42.82,154.67,957.03,277.74,716.18,490.44,356.6,697.7
4212,United States,Payload,2007,2007,33346.96,33341.09,33354.49,GEO,Inactive,536.53,690.77,551.72,522.73,515.71,710.38,595.85,443.55,195.18,786.63,804.78,600.01,228.03,85.95,189.24,526.41,363.09,104.62,700.49,134.56,604.45,762.19,815.18,410.18,163.67,263.16,83.22,927.2,215.07,320.55,386.49,7.73,949.36,365.82,202.96,563.46,607.89,762.59,375.03,92.8
4213,United Kingdom,Rocket Body,1990,1990,17299.91,17286.45,17306.02,MEO,Inactive,490.09,802.86,340.86,242.53,554.66,341.38,662.55,593.01,690.04,401.65,250.53,459.93,756.9,566.76,389.61,969.37,452.48,189.78,469.71,322.09,931.93,925.67,128.82,4.72,755.19,208.54,244.17,589.09,676.9,84.26,725.74,180.45,72.41,99.11,114.9,721.41,535.16,148.2,121.68,574.94
4214,India,Debris,2018,2018,34382.49,34373.01,34420.6,GEO,Inactive,511.37,228.53,25.36,944.24,859.61,443.69,363.41,477.26,391.09,510.99,424.72,24.88,869.65,690.96,913.73,942.31,472.63,393.9,113.52,307.59,621.99,426.69,639.23,329.93,856.21,439.21,520.32,933.26,301.47,635.35,759.93,84.86,316.53,128.79,580.41,842.93,462.13,835.25,470.85,787.71
4215,United States,Rocket Body,2005,2005,23277.96,23245.12,23299.13,GEO,Active,120.06,134.81,943.07,212.3,61.9,671.75,934.12,609.33,726.71,332.81,373.0,828.46,27.2,238.04,691.19,634.26,785.44,849.52,73.64,187.19,56.69,891.46,773.44,768.04,799.77,144.39,493.63,642.45,248.89,834.29,342.31,848.39,733.17,249.73,873.29,390.04,705.29,448.12,270.38,758.53
4216,China,Payload,2004,2004,14328.89,14302.18,14331.54,MEO,Active,318.28,733.14,863.49,561.65,976.36,235.25,925.05,34.28,111.48,266.18,484.58,823.45,350.39,675.54,785.77,119.88,907.96,525.0,84.93,7.69,199.22,591.85,368.47,622.94,452.66,603.68,140.18,534.73,758.74,624.11,344.46,649.31,465.68,416.77,876.93,354.22,434.7,69.97,52.0,864.39
4217,Germany,Debris,2007,2007,3421.09,3415.98,3451.84,MEO,Active,822.85,883.67,796.54,595.89,742.83,545.57,633.98,717.51,489.2,179.6,930.82,313.42,362.41,100.37,876.23,163.29,994.58,546.02,72.02,150.29,449.43,547.86,503.83,804.19,626.94,406.62,546.69,53.63,429.56,417.77,417.22,387.94,600.14,249.67,7.04,716.04,728.77,474.0,561.34,734.21
4218,Germany,Rocket Body,2017,2017,27784.92,27740.46,27795.92,GEO,Active,549.66,646.01,840.09,649.07,837.72,767.44,562.79,498.84,147.36,448.28,616.6,215.25,607.67,962.2,320.89,117.7,182.11,87.89,16.41,176.59,847.08,818.63,238.19,175.31,712.79,277.94,371.23,176.51,275.96,642.66,612.36,407.45,57.44,15.44,138.65,436.01,265.07,432.28,534.58,354.56
4219,Canada,Payload,2005,2005,30628.33,30580.61,30655.41,GEO,Inactive,832.88,890.65,735.24,460.66,419.81,352.59,103.27,224.82,769.84,103.54,390.16,409.86,587.53,641.34,745.08,591.37,228.8,147.91,383.18,466.04,952.3,46.28,627.01,944.19,63.68,592.14,162.74,227.6,391.77,315.57,795.16,20.61,126.96,425.88,161.36,711.1,580.8,75.72,29.37,467.27
4220,Israel,Payload,2002,2002,5142.38,5127.96,5170.84,MEO,Active,794.72,900.79,738.47,224.06,760.02,494.21,548.05,765.18,919.44,766.13,813.64,755.81,594.54,792.28,898.34,852.77,677.77,287.93,591.43,707.06,262.92,630.13,906.11,684.97,185.94,763.95,664.98,607.05,322.84,294.09,502.2,84.82,565.42,321.97,183.7,515.45,311.71,988.05,756.09,91.71
4221,Brazil,Payload,1990,1990,21578.32,21568.82,21612.33,GEO,Inactive,665.07,593.29,371.46,479.46,651.95,169.11,782.13,177.38,682.24,12.64,788.24,508.58,620.54,982.58,582.97,984.6,873.54,729.51,79.17,196.46,750.59,878.73,943.56,87.85,273.16,97.67,692.4,750.52,57.99,126.42,522.91,442.77,46.08,421.48,349.76,445.87,259.03,240.78,504.58,514.27
4222,Canada,Debris,1996,1996,28200.76,28186.62,28224.49,GEO,Inactive,832.35,522.82,968.22,670.32,879.88,887.92,173.04,598.29,799.08,790.09,755.96,522.06,877.54,550.79,720.68,991.36,227.16,814.2,208.06,388.75,375.12,525.6,931.88,21.82,433.58,4.78,860.71,900.64,905.85,924.88,612.69,879.87,528.38,4.81,928.92,171.9,891.46,333.5,965.97,414.97
4223,Canada,Debris,2013,2013,17942.78,17918.52,17988.91,MEO,Inactive,745.47,970.99,962.47,468.06,780.76,174.13,656.48,599.6,50.65,178.73,904.28,608.97,24.59,765.08,604.42,272.18,185.03,626.7,141.02,758.25,74.07,223.74,842.35,863.34,515.79,957.69,21.65,48.59,195.96,596.31,718.71,265.8,473.46,198.56,994.38,582.28,739.28,340.38,849.73,362.51
4224,Germany,Debris,1994,1994,6377.27,6375.54,6415.36,MEO,Active,9.46,37.78,216.68,82.17,569.28,835.05,709.08,950.67,787.14,289.68,961.38,817.91,608.21,249.13,806.79,239.81,7.56,455.96,305.98,400.26,417.95,804.08,383.47,223.09,637.62,597.04,640.97,277.76,32.23,334.83,948.7,992.91,344.61,740.01,14.3,740.14,68.91,605.15,332.89,894.12
4225,Canada,Rocket Body,2011,2011,23572.28,23543.18,23621.47,GEO,Inactive,141.1,24.11,175.86,801.49,508.9,824.05,574.84,7.23,419.23,367.45,867.15,849.1,857.11,671.46,842.3,415.95,314.36,145.43,585.4,898.69,212.03,679.99,497.61,669.83,695.62,335.91,420.96,874.01,522.85,82.88,584.07,429.27,320.78,716.31,688.72,107.97,435.77,788.51,40.0,319.17
4226,Brazil,Rocket Body,1997,1997,1472.4,1441.99,1483.93,LEO,Active,535.13,702.09,154.82,138.85,295.47,568.56,502.48,108.37,263.49,863.32,567.49,554.48,506.01,120.96,202.09,535.87,330.21,631.47,634.07,160.84,296.79,959.32,619.51,424.35,594.2,973.76,572.84,406.08,87.05,61.29,64.95,269.73,904.37,755.39,688.04,552.01,893.1,133.12,886.77,172.9
4227,Germany,Payload,2013,2013,33471.67,33452.98,33508.24,GEO,Inactive,193.27,1.56,780.89,959.4,374.8,616.3,733.81,577.82,650.66,492.11,228.92,150.87,525.58,157.74,909.88,371.57,28.06,877.49,481.37,79.58,921.16,253.95,891.12,211.47,15.08,19.87,322.29,240.5,397.37,991.23,667.59,490.6,139.96,323.35,140.56,234.78,936.1,666.38,216.68,517.19
4228,South Korea,Debris,1995,1995,19910.76,19887.49,19949.48,MEO,Active,356.28,258.45,600.7,653.52,725.56,339.14,236.43,214.37,387.14,647.67,935.43,60.3,650.14,717.64,298.28,161.56,286.08,52.16,900.06,445.65,923.75,882.59,328.13,968.95,612.49,427.4,510.24,667.31,432.67,211.22,619.77,512.79,696.66,719.83,605.17,875.71,831.88,807.72,486.47,372.88
