id,country,object_type,launch_year,altitude_km,orbit_type,status,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43
5740,China,Rocket Body,1979,9456.81,MEO,Inactive,742.28,157.3,623.05,307.3,138.13,639.38,717.17,381.67,154.01,636.99,615.11,355.33,980.13,689.34,925.26,12.74,556.14,726.33,269.72,17.45,609.01,887.21,141.83,328.77,184.71,462.96,485.18,604.47,56.17,932.71,880.92,325.18,769.75,418.21,358.08,166.37,367.8,185.15,675.88,807.23,253.53,647.18,437.11
5741,United Kingdom,Rocket Body,1993,6164.37,MEO,Active,16.91,680.84,934.26,317.42,942.58,115.95,927.99,701.27,41.34,743.16,415.19,856.72,308.02,797.63,478.73,521.14,710.34,315.83,61.79,675.79,190.54,610.31,262.83,35.85,483.63,836.33,303.28,782.26,124.87,18.85,23.63,497.65,44.4,399.06,404.25,250.12,685.33,457.99,678.83,77.49,340.44,927.91,908.83
5742,Russia,Rocket Body,2010,25570.37,GEO,Inactive,215.18,236.49,363.62,433.15,991.9,260.19,794.51,845.25,105.47,569.17,28.0,580.97,843.62,475.47,332.16,201.6,408.46,314.81,367.48,977.36,575.36,175.12,243.35,643.29,703.31,984.56,519.64,399.03,462.24,278.59,165.91,990.3,532.54,607.64,813.11,333.76,574.79,767.76,662.12,832.76,207.0,312.39,840.75
5743,Australia,Rocket Body,1961,24808.19,GEO,Active,83.72,103.46,901.44,152.22,673.03,41.97,594.65,768.43,818.48,717.73,794.43,605.54,437.66,15.91,179.69,387.56,384.38,163.77,259.03,523.3,513.2,565.29,164.0,788.47,630.7,22.37,283.21,374.88,972.88,752.67,766.86,554.52,214.47,484.74,496.77,656.03,264.05,575.2,119.6,753.58,64.43,787.45,968.01
5744,Brazil,Rocket Body,1976,932.54,LEO,Active,102.93,396.7,602.56,640.78,929.8,769.67,532.18,120.17,333.62,880.57,271.29,571.91,235.46,690.83,775.22,152.5,276.12,101.18,317.73,542.2,474.41,907.45,353.97,258.84,61.85,702.78,116.6,875.85,81.55,989.53,518.47,643.59,630.12,32.05,704.53,208.53,768.7,493.14,518.26,59.13,47.47,814.69,855.19
5745,United States,Debris,1992,23945.25,GEO,Inactive,60.82,523.96,794.2,268.48,77.86,536.94,217.39,746.17,573.66,125.21,69.83,32.16,687.36,62.27,867.24,829.25,43.73,346.93,320.68,518.09,241.08,817.9,548.87,669.71,105.59,764.81,176.69,269.12,66.38,563.86,838.02,964.97,461.71,76.89,894.13,69.83,74.21,398.83,773.72,999.92,663.64,440.94,556.7
5746,Brazil,Payload,1995,17190.88,MEO,Active,817.05,263.21,258.37,525.63,452.32,722.95,687.47,4.46,908.93,140.53,11.03,976.83,574.42,153.24,977.6,305.91,179.08,852.44,491.21,900.74,77.21,654.17,719.98,975.58,872.34,212.5,125.22,208.29,847.84,329.39,431.22,327.74,463.78,145.35,946.68,897.59,684.69,223.56,59.06,345.94,666.65,157.39,176.05
5747,UAE,Rocket Body,1972,6124.34,MEO,Active,839.51,284.63,832.95,642.03,56.54,779.99,971.19,831.65,279.78,614.22,950.51,135.05,865.08,336.02,760.31,1.01,81.27,531.19,306.09,266.31,812.81,932.39,454.88,792.05,513.74,273.28,363.26,784.38,66.49,619.61,471.31,426.09,491.8,720.37,501.44,238.16,820.38,276.26,198.97,517.04,182.08,551.32,576.27
5748,India,Payload,2006,9690.84,MEO,Active,575.04,269.96,157.38,155.95,92.92,280.86,466.17,962.58,950.13,697.96,795.88,843.22,905.24,345.8,233.54,614.67,66.11,97.27,977.03,510.17,343.23,878.79,224.45,161.62,469.67,656.5,209.07,635.47,683.03,118.18,43.92,40.95,797.3,513.18,993.52,79.76,456.74,802.49,81.07,285.13,378.15,242.07,497.66
5749,South Korea,Debris,1976,20617.05,GEO,Active,994.32,962.12,720.61,39.69,813.97,452.55,942.35,524.5,108.56,574.67,226.62,326.27,310.82,711.14,209.92,824.0,936.57,815.47,614.94,144.46,723.59,170.53,677.03,70.38,653.24,109.4,263.03,78.72,987.25,233.8,350.76,273.75,476.32,727.86,671.48,470.35,534.01,163.0,448.26,485.15,710.68,944.33,701.31
5750,Germany,Rocket Body,2020,26223.63,GEO,Active,195.62,878.25,114.83,215.28,947.17,561.65,438.74,781.59,131.43,289.97,226.73,648.98,681.58,129.38,146.98,795.35,122.54,11.54,513.38,28.6,673.8,127.31,31.27,669.12,989.98,53.68,264.56,817.24,69.4,212.28,837.01,254.45,681.39,143.25,501.93,747.19,491.34,592.1,564.47,12.63,312.77,776.85,739.7
5751,Australia,Rocket Body,1976,2973.09,MEO,Inactive,791.32,632.79,251.12,892.89,404.8,731.86,406.7,847.61,423.42,270.48,997.72,370.13,125.7,532.1,460.68,959.83,418.56,149.23,179.43,930.69,753.56,431.08,699.6,287.45,409.03,617.8,368.99,862.97,885.04,499.07,872.84,754.84,941.4,714.74,365.89,115.21,409.36,464.26,341.62,767.16,231.17,769.32,218.31
5752,Brazil,Payload,2016,32122.88,GEO,Inactive,816.26,7.51,317.97,564.1,831.59,572.73,458.99,416.76,743.66,809.74,487.49,148.39,726.18,938.07,107.94,193.24,389.68,605.47,420.73,667.15,59.86,998.51,727.56,473.99,928.11,305.67,545.14,169.76,862.88,221.22,516.81,271.19,167.28,731.06,712.93,357.03,452.0,709.4,908.93,191.07,945.75,593.12,644.41
5753,Brazil,Rocket Body,1980,23319.8,GEO,Inactive,835.64,449.19,215.2,793.02,395.58,446.15,0.92,590.87,817.27,118.3,485.64,76.28,216.76,456.48,999.23,101.64,907.93,990.59,599.57,252.17,914.88,872.3,842.6,487.74,214.69,257.08,85.41,466.94,935.23,374.83,828.01,403.52,759.03,600.72,916.06,477.61,328.63,2.51,618.96,40.75,330.37,901.65,431.88
5754,South Korea,Payload,2001,34115.11,GEO,Active,80.29,914.06,379.42,79.97,919.75,807.18,367.3,270.23,657.84,204.83,454.46,626.38,469.63,127.48,250.33,47.81,658.15,726.6,732.34,427.27,701.6,288.55,976.59,985.56,267.43,712.32,984.6,310.02,966.52,914.22,646.23,707.55,297.74,928.66,924.17,973.95,604.21,476.39,533.35,121.89,463.31,703.02,650.51
5755,China,Rocket Body,2008,26242.09,GEO,Active,664.2,460.84,706.61,555.04,976.87,511.6,551.47,366.82,434.04,658.08,269.46,990.21,343.66,385.39,825.01,431.56,447.26,969.52,639.29,350.44,255.23,925.04,285.91,398.91,632.58,374.44,351.85,120.18,221.76,827.07,247.64,791.97,680.12,717.27,822.21,980.93,7.2,73.9,767.4,143.4,894.38,875.03,816.67
5756,Israel,Rocket Body,2022,10474.97,MEO,Inactive,588.1,531.03,746.32,744.18,312.72,314.33,160.91,396.35,278.85,536.0,794.23,300.87,665.78,941.52,729.27,27.11,790.63,339.35,539.67,78.72,501.37,801.75,654.36,196.01,458.76,265.12,46.18,542.73,682.32,549.71,111.44,348.79,839.91,98.0,917.44,131.55,150.66,208.39,826.68,335.42,701.43,627.37,373.98
5757,Germany,Payload,1998,6431.07,MEO,Active,569.15,278.42,773.51,115.5,78.92,113.74,157.9,229.99,288.45,128.39,906.2,163.59,708.81,54.1,68.38,378.34,893.16,985.06,546.88,269.27,716.35,148.17,411.61,262.54,964.86,893.3,805.79,640.67,272.64,509.96,939.54,471.27,157.36,53.42,508.49,196.34,320.27,939.12,874.34,15.03,60.48,146.39,503.16
5758,United States,Payload,1987,29352.21,GEO,Active,935.66,323.04,361.31,816.31,468.76,429.1,479.72,924.15,811.47,135.25,774.62,312.12,474.62,998.65,321.35,646.85,367.15,147.11,601.46,142.3,457.2,165.54,940.45,327.63,608.65,630.01,434.01,768.8,17.75,87.7,972.55,656.91,104.85,916.26,793.65,334.78,765.55,532.42,683.2,848.85,903.3,311.42,706.6
5759,China,Rocket Body,1986,16440.0,MEO,Inactive,351.76,432.6,923.38,460.83,876.36,157.73,886.69,163.48,225.45,277.06,24.75,69.37,192.83,538.51,426.81,117.85,521.43,444.33,200.57,350.24,986.79,601.3,867.11,515.72,20.46,175.67,876.35,776.59,805.96,823.2,542.89,248.28,424.48,38.95,487.7,293.22,164.77,325.84,382.26,262.48,935.49,380.66,348.63
5760,India,Rocket Body,2000,14025.46,MEO,Active,923.51,24.41,161.66,183.45,240.97,480.37,882.16,405.07,232.93,233.37,380.97,194.58,546.24,477.47,983.59,227.09,75.0,531.03,115.93,565.74,756.76,950.24,576.34,421.75,660.16,639.09,123.71,300.88,300.08,283.7,289.52,873.63,939.71,247.67,507.07,94.74,433.24,420.72,654.38,649.74,503.47,439.16,456.9
5761,France,Debris,1995,35491.39,GEO,Inactive,302.78,18.02,501.74,724.11,674.32,129.01,899.77,547.29,660.22,203.07,328.35,109.81,809.14,119.77,999.56,192.93,847.42,225.32,960.47,995.98,504.99,562.54,471.35,803.33,911.33,368.72,414.97,90.11,716.31,994.86,944.46,37.78,352.2,56.61,50.05,386.01,477.53,463.47,597.65,855.65,65.86,959.5,48.01
5762,Japan,Rocket Body,1999,8035.97,MEO,Inactive,766.93,228.19,902.28,619.93,634.6,227.78,516.91,191.17,336.11,882.71,969.47,615.38,124.49,286.42,432.11,411.73,802.13,475.6,507.16,813.11,157.48,287.25,706.43,343.49,185.18,368.55,697.42,659.66,407.3,976.79,959.56,105.13,501.43,518.65,841.6,881.69,798.25,2.61,759.67,594.34,237.01,303.43,745.59
5763,Japan,Payload,1998,25042.34,GEO,Inactive,140.35,881.4,506.15,83.85,478.85,486.05,650.34,345.19,637.7,302.97,583.27,188.25,388.01,271.12,877.02,177.53,314.22,597.24,277.59,80.38,568.04,984.09,262.46,565.75,811.49,905.38,927.34,362.81,490.52,228.21,274.22,367.35,921.24,619.93,772.23,570.78,402.5,585.98,203.92,10.24,897.02,807.43,910.51
5764,UAE,Debris,2015,34510.15,GEO,Inactive,476.81,934.34,409.1,420.78,370.83,914.08,341.64,967.97,412.76,373.21,870.43,909.05,575.61,651.0,491.13,670.55,455.63,110.32,994.19,221.16,896.94,80.13,954.49,190.41,470.86,348.81,140.89,674.89,566.6,13.29,852.73,752.12,155.31,149.31,855.87,13.25,349.47,366.66,222.77,207.61,853.04,36.88,356.02
5765,France,Payload,2003,15486.93,MEO,Inactive,871.07,199.19,805.32,341.4,880.36,762.94,877.86,899.31,911.58,941.3,187.98,636.48,216.24,263.39,653.1,497.43,138.78,729.99,188.31,461.91,196.37,898.97,537.46,305.04,520.66,859.78,203.13,184.71,672.86,14.13,346.15,544.95,406.17,964.23,730.56,49.49,750.56,251.65,28.75,560.48,119.61,932.02,953.94
5766,South Korea,Debris,2006,30008.44,GEO,Active,833.92,959.61,812.83,181.26,954.31,453.85,368.76,298.09,49.49,772.87,324.95,362.53,469.11,385.3,947.52,51.05,990.24,891.38,161.3,725.84,992.67,444.32,948.69,667.19,315.26,835.72,107.5,232.25,438.87,303.55,226.01,747.0,812.88,995.07,797.16,69.22,729.87,407.07,308.73,559.95,71.22,408.26,958.85
5767,India,Payload,2015,30247.21,GEO,Inactive,469.81,193.72,793.24,600.51,173.67,835.57,469.05,672.42,755.55,823.44,663.86,327.65,352.1,394.79,88.33,736.21,374.66,181.01,514.99,322.23,246.11,384.07,679.79,544.95,96.15,595.26,640.16,896.91,845.29,755.35,388.1,390.36,722.55,601.0,600.64,0.62,271.78,20.65,374.97,874.67,882.54,638.81,240.6
5768,Brazil,Debris,1969,29519.35,GEO,Active,882.85,455.36,560.15,20.38,178.96,684.58,740.25,771.16,766.36,428.18,301.29,126.46,442.8,710.84,330.61,874.68,772.68,846.14,112.55,911.4,930.89,396.63,306.53,238.73,645.71,951.7,240.09,405.1,772.28,774.43,587.43,236.8,847.23,618.64,146.95,124.7,959.22,135.43,646.71,590.46,379.23,560.48,520.53
5769,Germany,Rocket Body,1977,5207.81,MEO,Inactive,662.76,667.21,32.93,443.76,376.43,819.18,190.62,936.56,230.11,79.38,4.12,857.36,851.2,780.04,141.68,584.6,452.32,152.42,155.68,468.25,352.67,720.48,611.8,555.87,622.09,22.62,536.39,507.32,172.55,210.73,661.0,641.24,591.58,233.05,225.79,469.38,88.48,154.32,174.77,338.2,665.31,670.78,366.41
5770,United States,Rocket Body,1964,1272.65,LEO,Inactive,786.9,687.08,610.99,349.88,298.56,618.21,93.28,904.05,320.63,784.6,970.84,97.82,899.41,180.56,917.47,562.71,624.18,931.29,885.09,621.99,615.87,977.92,296.64,1.03,571.07,526.68,141.4,450.2,323.44,153.19,117.73,598.34,475.89,482.24,959.37,789.52,562.87,679.96,238.48,674.44,194.2,408.19,365.13
5771,Japan,Debris,1960,11574.23,MEO,Active,7.19,948.14,681.1,844.81,240.81,663.65,161.34,993.35,812.58,32.75,258.73,830.62,171.87,663.4,645.24,606.14,852.97,187.75,297.84,592.75,849.53,921.01,532.26,166.41,194.45,504.37,385.88,787.15,102.46,670.17,38.23,82.06,616.14,266.51,477.69,967.55,357.26,782.77,313.81,710.56,295.66,649.13,506.93
5772,UAE,Rocket Body,2008,28900.29,GEO,Active,220.74,819.63,43.8,662.66,191.48,137.64,99.66,384.0,22.25,888.87,139.8,953.57,792.09,979.11,120.89,652.36,552.95,878.12,311.93,851.38,804.94,523.41,935.27,634.53,235.98,644.82,606.87,867.5,32.49,4.11,394.85,496.86,569.51,599.17,886.0,554.39,629.32,534.95,497.74,312.7,116.27,269.38,734.21
5773,UAE,Payload,1976,26457.7,GEO,Inactive,769.22,797.94,171.41,683.74,965.96,703.05,663.59,780.84,108.37,568.47,705.79,728.66,980.38,905.42,424.03,144.07,777.58,410.89,538.59,811.84,727.7,482.55,781.25,745.1,201.52,649.2,179.01,66.47,539.81,750.61,640.84,627.99,615.91,351.18,906.23,786.28,255.56,396.52,186.1,586.07,546.38,74.81,88.28
5774,Israel,Debris,2014,31539.02,GEO,Active,315.17,793.64,185.8,133.37,432.78,415.01,416.6,321.31,16.04,393.13,67.92,307.01,329.67,670.59,74.45,605.89,466.41,826.08,814.23,317.18,803.06,879.74,700.01,631.88,483.21,677.37,368.21,657.28,182.33,679.14,351.51,143.66,213.85,441.57,563.28,699.51,528.2,293.33,728.29,272.03,37.98,603.2,403.68
5775,Italy,Rocket Body,1980,23565.9,GEO,Active,913.27,789.59,816.14,245.99,24.4,84.19,517.48,819.09,276.63,153.2,79.5,838.07,335.6,490.75,615.13,825.37,795.01,205.0,165.18,105.66,536.62,320.21,113.49,738.32,802.14,737.78,107.49,657.89,136.87,22.78,599.06,406.57,754.76,608.17,524.0,388.59,445.55,121.53,321.12,615.49,387.3,992.29,66.32
5776,Italy,Payload,1987,7286.0,MEO,Active,394.35,130.85,106.02,157.28,44.92,418.3,358.7,454.45,214.08,989.94,451.59,8.0,426.14,288.73,848.63,90.34,101.97,49.24,882.01,633.49,222.13,990.75,297.13,76.21,707.13,511.25,66.25,911.79,247.71,113.61,498.4,725.74,368.75,726.72,954.79,467.27,880.74,57.04,291.01,638.22,137.94,442.25,633.93
5777,Russia,Payload,2016,4584.2,MEO,Inactive,457.87,319.64,123.38,5.77,244.88,616.71,168.59,36.54,850.93,957.11,404.15,425.37,438.18,438.14,875.18,427.22,504.05,438.01,91.39,333.2,194.17,537.16,855.61,304.37,627.94,753.42,517.75,340.35,138.77,175.99,963.3,744.37,638.31,55.33,3.98,29.07,840.78,232.5,880.92,911.81,646.43,46.01,779.74
5778,UAE,Rocket Body,1977,13947.48,MEO,Inactive,129.08,568.02,24.54,123.35,244.66,175.3,101.46,228.52,142.24,822.48,148.1,584.09,301.7,583.89,932.24,427.37,934.43,439.47,278.83,473.98,408.32,47.17,211.89,606.17,3.24,798.17,372.11,704.61,229.1,591.05,593.87,554.16,601.18,516.46,807.35,448.97,415.42,66.97,671.78,418.3,516.81,106.63,237.84
5779,Italy,Payload,2019,28199.13,GEO,Active,685.34,48.13,450.61,988.26,735.3,192.71,71.43,796.71,159.09,515.36,848.44,288.93,705.74,352.4,420.91,487.28,798.02,181.25,195.61,735.57,127.76,810.71,79.43,978.26,19.65,151.48,918.36,324.03,527.99,410.82,408.97,700.42,275.38,479.8,811.0,769.28,540.4,251.63,697.79,460.12,482.56,318.53,603.53
5780,United States,Payload,1999,682.48,LEO,Active,648.06,162.0,445.52,216.85,882.0,333.63,517.43,764.41,209.58,462.53,581.91,116.63,839.8,92.7,569.93,407.45,194.73,555.71,274.64,530.07,848.99,28.69,84.61,113.17,210.1,46.8,708.04,194.74,47.15,698.28,163.88,935.92,965.57,528.72,337.57,112.39,314.38,648.19,139.0,524.9,322.17,623.85,372.08
5781,Italy,Debris,1992,23023.1,GEO,Inactive,699.55,750.44,396.22,148.63,414.54,143.29,249.49,838.87,372.95,66.39,246.69,717.49,462.53,777.82,123.51,184.38,831.51,74.71,322.84,480.32,874.36,6.85,278.76,9.52,780.59,64.08,584.49,977.69,935.0,109.96,187.48,278.46,917.46,109.83,894.6,468.83,79.28,376.73,83.66,402.34,958.48,972.92,529.1
5782,Russia,Rocket Body,2010,33682.79,GEO,Inactive,988.22,900.44,677.5,660.46,190.03,765.61,525.09,840.06,736.81,473.94,464.65,162.13,179.5,973.99,445.36,959.66,611.42,334.86,965.52,953.51,232.93,634.49,741.08,836.53,412.4,963.41,792.98,811.81,662.52,884.73,533.52,642.53,454.89,628.17,979.52,57.88,493.71,739.42,981.82,729.34,738.37,129.23,427.38
5783,Israel,Payload,2010,11847.16,MEO,Active,52.66,100.83,141.09,815.92,897.35,228.14,127.36,939.22,11.15,864.06,555.86,765.85,521.76,859.52,910.48,265.6,317.48,92.29,365.02,28.56,890.38,550.22,492.4,124.72,910.33,522.81,678.92,169.44,618.89,369.74,77.62,953.87,639.89,443.82,506.05,90.99,775.36,298.16,793.1,203.45,763.23,671.76,792.15
5784,Germany,Rocket Body,1978,16091.74,MEO,Inactive,267.06,75.97,311.0,726.77,741.51,841.6,179.48,991.49,537.15,305.84,675.77,583.54,168.13,667.48,361.85,74.39,105.81,755.21,254.99,16.01,443.31,845.18,777.04,79.05,77.69,667.75,555.7,53.79,400.52,894.47,879.87,100.35,589.04,887.19,705.58,949.75,999.79,638.35,276.99,974.01,428.87,955.92,58.58
5785,Russia,Debris,1984,30770.84,GEO,Inactive,689.31,172.0,388.51,18.69,149.89,242.68,248.75,640.86,262.5,585.27,367.01,746.27,983.01,154.41,953.61,962.6,107.84,536.17,977.05,623.52,65.46,486.4,146.85,323.11,629.12,608.82,329.43,621.97,217.96,667.32,375.43,39.14,78.32,983.09,579.53,394.23,978.66,875.07,286.97,507.82,65.33,518.87,296.78
5786,India,Rocket Body,1978,16316.2,MEO,Active,942.16,767.4,295.39,393.5,790.22,475.33,486.08,382.41,937.97,48.16,768.41,847.83,75.97,556.89,605.97,607.7,939.94,335.45,364.97,992.63,336.92,27.38,367.79,575.07,752.75,399.99,233.18,730.37,543.44,508.41,954.57,862.17,158.38,719.72,543.1,529.95,706.37,141.0,402.62,37.5,857.31,234.45,223.19
5787,United Kingdom,Payload,1965,26317.09,GEO,Active,198.0,763.52,975.06,576.1,11.79,568.88,542.76,26.11,488.63,532.95,948.62,865.77,935.95,663.28,465.01,212.55,739.14,861.14,100.83,120.18,327.91,667.16,266.4,151.79,859.2,918.75,598.32,839.5,548.39,384.37,688.73,929.43,268.05,634.03,758.95,687.59,510.56,713.82,816.55,601.15,592.18,938.21,964.56
5788,Australia,Debris,1990,32608.69,GEO,Active,515.38,930.68,483.36,501.34,500.81,302.25,2.39,228.87,601.64,373.4,889.61,73.41,243.62,808.43,805.25,700.19,631.14,375.74,41.43,251.85,334.59,180.95,940.28,840.21,332.23,656.6,396.67,985.05,931.76,456.66,540.86,836.51,369.09,42.7,535.62,94.99,885.82,447.73,548.2,818.25,888.27,903.86,122.23
5789,Italy,Debris,1972,1343.5,LEO,Active,977.45,919.92,859.56,3.05,414.48,112.14,43.05,789.06,718.55,330.3,810.32,219.15,15.92,117.54,260.96,202.55,287.93,709.16,60.02,918.48,937.19,542.71,279.52,904.43,340.44,510.11,576.07,945.64,268.59,277.87,694.91,817.59,768.46,979.71,673.59,349.79,288.81,509.75,172.42,663.47,136.63,403.89,193.81
5790,Australia,Debris,1997,793.92,LEO,Active,500.52,724.06,497.95,871.47,331.63,636.45,92.17,69.05,402.42,570.24,802.38,809.68,720.12,204.86,969.76,681.01,253.01,396.35,712.16,133.97,52.13,500.23,39.93,961.49,834.72,688.92,121.68,549.9,621.56,990.87,68.81,241.45,716.93,120.62,462.19,914.61,151.52,111.16,882.96,981.35,203.67,315.01,353.66
5791,Germany,Payload,2025,32592.77,GEO,Active,314.51,460.1,571.1,25.44,790.47,280.08,789.07,622.05,614.91,576.36,321.64,677.12,350.74,561.44,602.31,562.94,36.28,998.03,529.53,216.44,658.24,230.76,241.4,713.07,347.76,120.81,542.73,46.91,23.01,976.12,454.01,163.36,543.84,878.6,131.91,262.95,316.29,384.83,646.43,481.74,235.31,486.37,216.88
5792,UAE,Payload,1985,34670.64,GEO,Inactive,688.98,910.49,360.86,917.02,698.14,610.56,381.06,442.99,652.62,722.11,794.99,534.2,141.46,653.85,757.27,178.31,884.67,682.92,520.38,372.39,372.15,591.28,493.89,909.79,245.12,627.6,212.05,265.32,962.22,806.47,517.08,705.17,262.87,187.16,706.4,622.93,244.63,303.75,855.11,287.18,269.55,156.5,573.02
5793,Russia,Payload,1998,9768.15,MEO,Inactive,996.13,882.65,59.01,311.65,653.03,637.13,752.4,241.77,641.59,878.84,581.77,619.97,137.38,88.7,344.52,173.23,422.26,493.22,521.66,261.62,927.54,965.37,23.45,539.16,899.47,295.07,416.28,70.11,249.0,451.92,97.54,128.05,909.67,41.61,845.87,727.68,164.14,462.24,700.66,95.11,265.15,511.92,670.4
5794,Germany,Debris,1983,3404.95,MEO,Active,377.4,646.47,793.74,79.93,732.87,495.28,857.11,705.95,309.71,618.46,79.58,302.35,607.88,482.64,797.28,606.79,841.57,993.51,9.35,123.75,869.9,731.37,663.5,510.56,160.99,336.6,78.53,816.71,635.59,333.99,598.46,271.38,769.83,997.46,190.03,11.31,898.7,218.72,888.57,953.28,785.28,637.79,335.93
5795,Canada,Rocket Body,1968,33117.68,GEO,Active,490.03,172.63,66.58,782.84,330.19,93.73,820.34,218.78,758.47,48.03,867.37,330.5,362.31,15.84,994.57,925.64,469.43,16.76,75.33,413.23,77.6,122.7,948.7,511.81,517.54,515.53,875.97,799.12,559.91,390.81,64.02,496.78,366.83,441.37,80.62,833.46,84.34,12.84,575.06,704.99,608.46,349.37,723.12
5796,Italy,Rocket Body,2022,4997.83,MEO,Active,754.25,506.53,891.03,743.28,820.09,97.76,704.94,884.17,777.8,369.55,612.53,226.19,66.86,16.49,178.6,400.13,421.91,318.44,185.19,202.82,672.04,482.57,92.32,258.73,283.46,561.64,408.4,661.48,991.28,287.59,828.73,407.19,8.49,682.89,111.55,491.77,278.56,448.07,410.24,468.17,648.82,170.15,435.16
5797,India,Rocket Body,1983,32267.31,GEO,Inactive,655.25,327.23,385.06,776.36,183.56,912.27,741.24,555.48,952.75,229.32,930.27,328.69,627.47,503.71,789.64,658.27,983.83,278.32,279.68,642.57,389.29,236.67,406.8,291.66,304.96,874.18,468.43,276.99,907.45,225.01,278.13,364.14,185.05,706.41,333.41,752.78,688.49,388.98,51.35,100.34,101.37,973.71,319.89
5798,South Korea,Debris,1971,8345.41,MEO,Inactive,57.66,173.84,270.24,314.98,711.33,877.43,334.35,277.8,679.79,997.4,335.65,729.08,765.97,151.93,460.99,654.6,775.66,293.96,549.7,521.75,538.44,857.81,242.98,352.83,755.81,509.96,385.65,526.75,140.22,14.37,904.08,652.45,535.9,654.03,560.25,190.86,570.0,912.12,271.57,0.35,338.09,214.1,384.36
5799,South Korea,Debris,2017,22768.1,GEO,Inactive,985.23,715.71,388.45,779.73,394.91,890.65,497.32,953.26,115.68,525.64,542.99,525.37,34.02,104.35,127.08,601.65,941.04,279.65,963.49,21.34,217.82,855.07,828.96,663.74,827.16,727.21,62.93,2.48,467.26,603.12,356.45,701.46,363.74,336.25,280.16,308.07,330.36,83.29,440.78,862.49,814.42,566.01,961.35
5800,China,Rocket Body,2021,34304.68,GEO,Inactive,590.36,731.2,741.03,618.28,176.7,638.59,336.02,366.93,126.65,700.32,955.17,316.62,440.17,425.4,541.91,842.63,876.32,392.85,276.17,885.62,414.96,428.63,403.02,391.8,704.22,394.14,4.14,598.69,503.39,925.96,123.54,376.24,0.07,446.49,178.86,32.96,230.74,797.08,676.99,134.35,909.14,388.78,812.11
5801,Japan,Payload,1975,30731.05,GEO,Inactive,885.51,549.28,55.84,374.68,171.02,580.34,71.63,290.86,395.59,622.45,54.25,825.15,716.59,506.17,973.17,512.74,10.93,714.85,939.88,602.79,717.35,194.82,823.49,340.56,925.57,627.76,873.33,756.83,265.8,422.17,944.05,957.64,330.32,199.54,950.92,963.68,549.55,409.74,957.77,729.87,406.43,621.17,295.68
5802,India,Payload,1990,15213.25,MEO,Inactive,991.46,839.24,503.74,977.67,516.66,379.97,460.71,885.52,943.15,849.99,512.2,525.1,234.01,151.63,239.77,550.74,555.93,867.57,618.01,357.47,362.85,385.03,882.05,380.63,84.12,99.22,367.28,125.62,724.69,487.14,748.6,649.57,182.57,103.61,991.75,167.81,94.86,746.12,798.29,693.93,209.86,80.89,638.09
5803,United Kingdom,Debris,2022,19610.9,MEO,Active,170.7,202.44,460.77,119.69,402.89,837.94,421.3,923.27,421.29,512.92,577.82,577.18,247.76,203.52,225.62,496.03,239.56,290.36,524.04,439.25,187.59,628.06,693.56,88.77,924.26,772.58,883.03,892.43,742.03,99.07,231.13,552.98,464.43,324.2,537.05,433.52,862.27,2.96,528.84,403.56,430.79,344.7,531.35
5804,United States,Payload,2007,31897.95,GEO,Inactive,730.2,24.18,415.35,712.78,784.89,979.58,769.55,852.31,887.39,946.82,460.31,546.1,382.18,694.07,635.48,689.77,848.28,611.35,729.71,386.16,727.12,283.43,261.23,266.69,85.48,120.31,434.56,565.52,876.35,890.6,444.98,647.06,150.43,665.57,438.69,673.5,561.93,813.28,947.46,373.29,867.73,535.14,256.25
5805,Israel,Debris,1986,7420.07,MEO,Active,684.29,626.11,175.12,272.19,41.99,890.11,857.67,467.78,607.69,435.54,323.62,608.78,392.98,497.9,791.16,410.96,672.78,428.67,573.64,812.43,968.23,51.16,832.87,43.21,716.01,776.67,612.26,656.11,59.11,971.21,531.94,42.36,691.14,108.64,682.32,941.24,978.36,341.29,61.4,902.42,228.23,732.7,493.53
5806,France,Rocket Body,2007,24297.01,GEO,Active,499.47,514.88,569.67,948.99,133.63,865.6,226.09,43.33,848.38,63.83,324.34,217.92,839.71,507.39,352.59,686.25,673.46,630.19,266.49,457.75,724.06,662.27,142.34,727.71,407.87,353.67,972.91,544.87,169.52,272.6,71.76,322.14,909.57,610.59,429.76,986.82,923.61,622.45,768.38,507.35,329.11,370.13,720.41
5807,United Kingdom,Rocket Body,2006,17515.11,MEO,Inactive,570.25,256.19,414.95,635.59,970.59,7.96,539.9,482.48,447.93,492.75,266.91,68.78,372.31,486.04,262.79,559.82,972.85,627.86,790.47,889.3,398.31,219.35,768.82,621.33,261.66,881.87,427.37,274.54,765.76,741.56,703.08,604.01,141.87,782.59,340.44,993.03,170.55,591.1,754.66,800.34,754.17,860.56,98.75
