object_id,name,object_type,country,altitude_km,launch_year_estimate,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44
266,OBJ-266,PAYLOAD,Germany,17932.19,1982,-35.508,45.401,151.889,-3.411,-66.298,-5.758,-155.603,9.099,-167.729,37.378,-64.75,-250.53,-58.155,54.903,-136.678,48.675,75.778,-36.111,43.465,52.573,-102.415,13.96,29.385,135.625,44.43,24.474,-156.487,168.655,-186.43,-215.102,89.947,-93.586,-77.605,94.269,115.546,112.363,121.973,-54.297,157.99,81.578,24.393,-31.128,-25.806,-81.739
267,OBJ-267,UNKNOWN,Russia,3064.7,2024,-7.753,31.17,7.998,56.234,41.515,13.525,-0.093,145.412,19.628,2.019,139.991,70.648,83.815,-5.626,56.473,103.851,122.652,208.132,-153.991,-5.396,-26.737,-102.25,-208.394,50.076,88.194,-15.59,60.357,-64.484,85.27,61.699,-43.355,-46.186,-5.944,-44.573,3.106,139.46,-171.977,-59.883,74.015,-64.768,-214.438,-89.622,65.043,90.239
268,OBJ-268,PAYLOAD,India,8051.37,2011,63.454,-44.877,161.179,-38.78,-66.208,-77.668,-52.142,142.946,-23.437,15.789,25.933,-14.583,-25.748,91.409,106.175,-37.885,177.754,-46.108,-8.644,-14.416,-3.041,-49.493,1.187,-48.274,110.176,-144.244,70.705,165.87,-76.873,243.717,-186.154,108.916,168.586,-100.161,-1.738,112.808,-29.765,39.964,107.302,-147.586,-255.671,3.049,260.267,32.631
269,OBJ-269,FRAGMENT,Japan,24647.99,1962,57.991,-70.938,35.974,-29.78,-59.112,-11.514,-63.973,1.432,3.265,-135.601,-166.412,28.024,-124.054,52.087,-190.68,138.842,147.175,18.75,67.489,-0.324,51.548,65.813,131.428,-115.54,227.595,7.937,87.859,-18.992,137.25,56.606,-27.044,59.792,-104.908,64.608,87.051,-82.393,-52.755,-20.948,-63.953,40.984,-34.639,-197.36,102.227,51.131
270,OBJ-270,UNKNOWN,Russia,2888.53,1991,119.966,187.617,16.871,-117.67,76.326,-91.168,14.71,99.042,-53.706,-91.796,88.323,-9.461,-8.359,-40.717,141.066,65.011,19.155,-19.431,5.663,22.298,3.926,7.662,-30.355,-51.744,148.816,211.237,83.985,-44.52,-64.15,-4.742,-50.385,45.528,29.476,-85.721,-52.206,-8.565,77.91,90.702,82.537,104.415,237.38,61.928,-36.014,63.376
271,OBJ-271,ROCKET BODY,UK,30667.26,1978,-81.149,-188.044,146.153,-1.494,-55.501,63.717,-92.799,-22.397,-111.017,81.776,-159.926,23.45,-108.784,-84.637,46.463,69.565,112.562,196.312,170.682,-120.673,-36.271,127.61,-21.176,-122.604,-15.202,80.571,14.561,77.566,-82.266,-39.661,-124.538,49.778,40.712,-59.043,87.516,-45.219,-113.807,-119.5,-19.112,-49.38,166.628,-7.151,-176.63,2.034
272,OBJ-272,PAYLOAD,UK,17906.05,1999,38.872,49.317,-87.215,-33.485,133.081,-133.821,76.147,-48.868,61.434,-121.059,-30.702,73.712,-70.787,-107.64,-7.042,-91.901,17.611,-198.967,-85.596,26.359,-39.709,6.87,-76.741,-57.948,-93.568,-116.18,15.611,142.336,-28.403,-36.526,58.677,106.249,122.264,10.364,39.78,21.327,155.999,43.35,115.944,-94.418,114.494,7.372,71.587,-56.905
273,OBJ-273,PAYLOAD,USA,17384.22,1971,72.732,129.14,202.36,49.909,116.512,106.233,70.465,-121.279,-246.306,47.011,56.328,-185.702,-5.062,-50.742,-62.682,180.776,68.591,-30.991,124.512,-24.333,20.146,11.583,119.551,206.691,-25.615,-1.841,93.956,55.712,-56.039,-39.669,62.566,91.249,12.488,-25.118,123.75,75.157,-146.988,35.426,10.256,-54.2,1.731,-53.663,-202.339,-74.49
274,OBJ-274,UNKNOWN,China,21391.9,2016,-67.422,-338.681,-28.21,56.346,2.188,-7.331,35.142,72.388,-80.16,-8.143,121.371,114.102,105.521,88.71,159.116,55.336,-59.935,61.426,83.907,35.705,41.805,162.421,-46.292,23.885,-55.116,37.346,160.859,-141.491,12.617,19.899,21.821,68.941,40.798,-231.4,-37.906,-47.644,-14.016,-42.02,107.757,48.115,155.926,-62.386,-78.982,-33.073
275,OBJ-275,ROCKET BODY,Other,29716.57,1968,-20.763,79.414,-121.811,79.121,75.346,-44.803,-1.95,82.922,78.649,103.065,-233.792,-18.214,202.332,-175.627,89.701,-33.267,46.208,-22.239,8.877,-57.768,-32.98,-109.656,179.153,-61.802,16.588,49.243,-126.073,33.304,40.259,-238.638,-43.349,-34.825,118.21,-123.46,-29.445,-101.464,-120.476,25.465,16.13,60.194,-51.213,-164.938,-74.028,125.049
276,OBJ-276,ROCKET BODY,Germany,12625.48,2005,-174.998,-22.025,65.35,-50.826,61.724,-100.47,65.982,-56.789,-90.084,64.88,71.159,162.707,136.262,-103.572,49.082,-50.912,-47.325,-130.433,33.133,-65.943,-107.769,173.386,115.534,67.954,89.094,-163.625,-60.829,217.466,55.428,-256.022,13.512,168.438,-77.706,100.874,14.215,157.361,65.684,-3.678,-76.74,181.001,-118.364,86.786,-12.072,-135.591
277,OBJ-277,FRAGMENT,Europe,24460.1,1998,90.686,25.605,-37.732,-217.658,-24.567,103.066,79.139,26.81,39.168,-45.328,86.172,-45.946,-7.186,85.9,-73.14,-31.045,-17.354,17.66,-97.769,23.071,-9.861,76.963,133.194,-93.004,47.977,-11.733,62.793,-227.773,-8.573,45.12,-65.009,-48.492,79.121,-8.128,-6.08,107.363,-205.814,120.815,3.958,44.634,-57.041,-126.032,27.499,-31.153
278,OBJ-278,ROCKET BODY,Japan,20435.83,1994,-21.55,-32.324,202.581,74.164,86.163,-65.186,45.492,265.099,-80.026,-22.325,-55.702,-68.16,225.735,132.895,161.418,-101.834,46.523,-162.132,-30.726,47.727,-64.986,323.547,8.017,-40.562,157.596,26.102,25.489,37.342,-150.076,-19.913,68.475,-86.876,-139.397,73.271,76.767,33.956,-17.14,8.493,-33.075,-83.306,-160.657,-72.083,-86.28,-151.463
279,OBJ-279,ROCKET BODY,India,9730.29,2001,80.656,107.539,-43.29,43.112,100.89,-116.725,-131.187,114.668,-45.584,-198.554,9.091,-14.834,55.827,-98.316,3.035,98.83,209.138,67.023,57.712,-60.393,28.758,-70.143,-48.633,-185.417,39.553,-18.655,-179.057,-28.456,172.344,-98.576,-43.759,-56.379,6.419,-81.161,-21.645,-106.363,-19.109,113.768,129.722,-29.738,226.636,-94.784,105.266,-58.215
280,OBJ-280,ROCKET BODY,Other,31650.1,1991,20.605,36.312,31.445,-63.529,-95.244,105.146,-78.839,-90.148,57.492,-13.04,-305.197,49.999,-97.969,-104.681,29.902,-91.592,39.477,-41.326,-14.912,131.921,148.075,162.94,47.843,127.407,-127.56,-192.9,-57.327,-93.584,-36.932,-101.324,-25.21,-119.122,-23.735,-111.18,-106.034,86.657,-89.6,83.402,-135.609,-104.721,54.305,83.284,141.825,-12.423
281,OBJ-281,DEBRIS,Russia,28739.75,1986,-18.517,13.172,-142.559,55.494,15.355,-90.431,-26.806,100.156,-127.785,-127.015,-274.798,-27.435,9.455,140.716,7.306,28.982,-1.171,-58.147,6.024,131.235,-135.156,13.387,155.199,-20.173,-56.999,-15.165,30.268,103.339,-42.148,-55.771,-16.88,58.358,-72.21,72.206,135.453,-16.945,121.862,-124.562,-167.728,110.686,-87.069,-58.432,-24.221,139.488
282,OBJ-282,FRAGMENT,UK,23758.91,1986,-159.28,-89.886,81.291,-144.859,14.25,-9.448,-147.579,-89.686,74.528,-21.871,110.853,57.251,-65.692,-12.359,-76.555,-44.992,-83.178,104.616,99.244,-158.233,115.07,-18.558,177.324,-81.876,40.258,78.414,1.26,-173.779,-8.888,-41.835,326.722,-1.356,97.239,129.647,191.522,-222.069,170.37,-8.345,29.219,-111.519,-7.921,96.341,107.186,150.327
283,OBJ-283,PAYLOAD,Japan,30644.85,1962,-141.495,188.229,-77.739,103.024,84.962,81.88,22.4,-289.522,4.592,-63.792,-53.89,-38.713,-124.791,-89.454,31.972,67.08,89.62,-100.322,-190.724,-77.703,46.904,30.49,-185.72,64.949,22.867,-57.198,-35.894,-35.021,-26.131,142.335,-101.966,112.865,102.851,-87.27,-156.753,-52.629,-40.287,83.204,-32.333,-56.552,-11.033,58.293,-69.018,-179.739
284,OBJ-284,UNKNOWN,Europe,31243.82,2023,-259.315,0.993,69.332,-33.362,-44.386,15.796,141.101,-2.041,125.644,-87.663,-34.621,3.489,-117.422,104.462,69.694,80.67,-33.546,-154.247,36.938,11.621,110.284,12.521,270.48,-104.772,130.825,-46.994,234.407,100.113,-174.905,-107.005,-47.044,-244.638,106.903,101.777,48.018,45.842,12.935,24.43,-114.569,48.143,143.48,-94.432,-103.613,-151.175
285,OBJ-285,PAYLOAD,Germany,25547.73,1963,-56.261,228.981,-42.835,-82.893,-59.776,173.085,125.169,156.32,20.815,118.772,23.468,223.655,-14.723,50.348,-44.161,-64.391,37.415,-91.048,177.654,37.077,-43.574,-77.892,25.214,-98.693,0.704,139.781,-2.489,88.68,57.497,76.395,-160.216,21.09,37.974,-97.641,74.714,-21.615,-61.728,8.198,-3.517,159.53,223.822,-10.115,108.061,-16.572
286,OBJ-286,FRAGMENT,USA,30158.56,2008,227.825,192.757,-204.693,-62.17,16.9,-83.495,73.963,139.745,-106.949,-127.621,-36.593,35.727,75.421,73.665,23.408,-3.387,70.194,204.7,-37.687,213.234,-144.603,-13.164,77.913,-37.905,-17.64,-19.983,23.105,59.646,-82.042,59.027,25.419,-25.687,-123.258,-163.696,24.336,50.939,-126.304,14.368,26.626,285.619,108.522,-169.657,26.618,76.147
287,OBJ-287,UNKNOWN,Europe,25157.38,1970,-128.795,-177.835,13.119,-23.148,118.136,-21.051,72.771,37.724,172.799,-96.307,-45.869,43.75,106.82,-84.244,5.85,-144.339,126.411,-100.369,-124.428,14.089,17.97,30.711,-89.528,-119.752,-157.398,11.19,13.296,17.278,-32.382,-20.943,173.115,-34.56,-32.898,58.585,157.388,46.652,-111.768,60.663,122.854,-134.037,74.229,39.95,39.247,-160.281
288,OBJ-288,FRAGMENT,Japan,24536.25,1971,-263.143,-65.495,8.643,-1.201,-119.938,-13.318,221.53,-54.173,-98.594,-69.821,39.449,-147.257,-124.472,37.483,91.513,170.054,84.237,36.552,-38.909,-11.641,139.969,-42.516,-96.418,-65.345,-80.672,-186.444,21.167,-12.4,175.934,76.499,-22.907,-104.067,100.588,-95.494,-134.19,-109.332,-109.126,-38.706,-185.275,63.76,31.942,-65.54,184.062,-37.043
289,OBJ-289,ROCKET BODY,Europe,22331.03,1977,96.267,-103.695,88.107,4.828,-102.481,62.123,84.386,48.645,-22.716,-48.112,-149.554,135.429,-30.326,124.629,-29.894,106.8,-122.346,84.335,-151.708,-113.804,-106.052,54.044,-143.882,-19.816,30.877,-105.287,3.773,-47.02,94.449,44.167,-64.223,4.363,99.269,-121.021,-56.371,68.405,124.91,-28.636,18.545,-2.301,11.584,-105.616,66.64,103.563
290,OBJ-290,UNKNOWN,Japan,27137.36,1991,236.372,-4.821,155.6,-42.961,-52.05,128.862,92.564,-26.916,95.741,-87.678,115.992,106.647,48.659,64.079,22.657,-139.554,-171.72,-93.975,22.569,-158.539,-91.031,-29.584,170.365,-10.787,20.965,218.968,-208.237,-97.132,161.22,-125.618,-6.079,-76.471,119.669,-118.852,10.681,77.525,43.005,83.869,164.126,-24.93,9.21,-27.376,240.228,115.704
291,OBJ-291,ROCKET BODY,Japan,5844.41,2022,29.792,18.716,191.241,20.024,-34.258,7.362,-143.891,-51.366,-187.993,-35.915,-23.025,-71.445,15.186,91.987,43.717,-86.69,70.147,-93.845,-7.369,-13.367,58.72,45.835,-68.807,-132.463,59.489,165.551,-99.02,81.326,-67.701,-59.333,103.472,151.967,31.409,-34.783,91.987,-3.051,-95.311,20.823,159.399,-28.288,11.389,-46.405,9.312,-30.439
292,OBJ-292,PAYLOAD,France,31730.41,1958,28.873,22.993,86.415,0.828,-176.558,-13.766,133.282,106.2,143.967,30.215,-100.566,104.673,69.455,140.314,-32.157,-13.482,8.6,18.016,31.873,205.739,-51.221,33.772,-9.189,-24.433,45.058,47.288,-31.486,21.096,73.004,38.777,138.146,62.707,-18.193,-170.063,120.731,1.485,-86.377,-17.619,9.238,-123.467,-19.787,28.266,151.156,-200.121
293,OBJ-293,PAYLOAD,India,31406.87,1991,-30.988,105.413,27.862,-64.757,149.82,-148.299,39.85,-52.604,-115.088,66.986,-114.021,32.98,-43.469,42.767,-82.535,3.876,39.147,22.532,-13.124,-21.177,166.609,45.133,-30.136,58.067,-11.337,-228.685,81.272,84.293,40.326,-59.799,-104.709,98.143,-196.547,59.42,-120.588,1.007,-99.705,3.625,-59.092,166.68,-44.852,189.992,-5.11,104.918
294,OBJ-294,UNKNOWN,UK,1208.22,1976,-179.426,149.358,-142.733,-79.819,-13.031,11.238,-7.978,112.724,-45.5,62.131,4.265,4.642,127.292,-56.512,-66.261,-68.605,171.976,134.762,19.59,-77.273,65.208,-134.871,-102.083,74.744,-100.169,-133.167,-29.927,-78.128,-5.462,61.075,65.817,-174.036,86.265,48.153,-177.634,151.273,-187.853,51.179,-26.951,-208.094,-106.011,132.253,-115.373,-92.062
295,OBJ-295,UNKNOWN,France,29757.27,1966,-145.071,96.749,20.202,60.837,-28.01,-65.03,-32.764,-59.219,28.886,-190.82,-30.636,129.096,-0.424,87.711,40.919,-114.493,-61.659,-76.923,45.048,45.207,-71.922,109.708,-19.895,-49.753,0.057,-135.848,-83.138,-80.307,-75.06,116.253,-10.162,88.564,-9.915,48.066,77.956,38.258,51.915,-1.779,-98.48,-14.761,-23.476,-119.371,83.21,53.774
296,OBJ-296,FRAGMENT,Germany,4778.7,1981,-31.675,-56.094,21.494,52.433,162.264,61.844,-54.86,205.849,-4.171,38.02,-154.884,-51.23,75.772,-110.571,-23.532,39.503,129.141,-37.725,-119.765,-200.557,-56.465,-86.604,8.79,-18.884,-4.425,-137.309,94.432,49.662,108.46,-2.714,144.251,79.138,-125.378,120.769,11.656,12.497,-12.725,15.969,-44.142,149.737,-131.133,153.526,-3.685,-89.928
297,OBJ-297,FRAGMENT,France,12170.66,2022,-50.846,-78.202,-19.864,5.714,71.779,-40.968,125.678,-164.063,78.918,44.19,-60.184,-72.236,-38.077,-22.232,-24.859,173.948,-60.666,283.84,34.609,7.929,-52.511,-18.585,124.878,-24.782,137.182,-38.602,135.109,-227.748,-51.411,-60.587,229.521,-40.632,76.273,97.082,16.437,47.016,170.976,-171.434,7.828,22.708,-56.33,4.68,207.414,10.086
298,OBJ-298,ROCKET BODY,China,26807.34,1981,-11.517,0.276,63.297,92.42,-53.542,-24.064,-2.836,-95.677,-160.081,-66.24,-80.92,20.756,5.839,58.808,60.415,5.467,156.527,-179.263,144.821,82.438,-4.292,-64.584,-105.91,-139.17,132.819,78.074,-153.273,-252.882,13.628,-71.962,182.058,-18.644,141.955,-90.765,80.383,44.892,-208.353,24.393,47.058,-67.029,-11.0,-254.315,56.385,31.007
299,OBJ-299,UNKNOWN,China,5921.63,2010,82.932,42.612,112.191,-196.133,16.461,-146.027,-51.168,-15.537,72.745,166.768,126.186,52.823,-159.603,-321.738,101.949,-29.171,75.052,-199.769,-96.172,-94.756,30.445,7.135,-58.35,-54.016,-47.878,-63.191,9.693,101.315,91.311,-36.432,-98.625,-98.275,86.727,67.413,-80.994,-9.885,84.821,-12.984,85.34,-62.974,26.004,-22.718,95.177,128.42
300,OBJ-300,PAYLOAD,UK,29475.94,1989,-58.184,-18.319,-81.84,-56.439,-4.174,-181.145,-77.155,-198.404,80.724,108.767,13.045,96.632,-83.676,25.246,119.172,-39.684,-150.713,-138.304,30.833,136.887,23.143,-11.112,55.011,79.623,-62.192,-31.044,-267.017,-70.719,-97.673,-43.423,-84.15,-30.756,67.492,111.123,-23.983,-133.523,93.695,92.024,-11.06,87.931,24.265,-155.805,-156.839,-140.776
301,OBJ-301,FRAGMENT,Europe,29983.69,1992,84.972,-134.548,-83.398,-115.632,144.835,186.099,17.06,-257.099,102.923,-18.302,156.934,-15.095,-20.746,29.963,-61.25,-109.672,-41.728,110.161,129.47,65.968,-112.47,65.119,4.539,81.211,-135.368,-30.72,-31.142,19.304,-108.863,86.403,169.443,56.463,93.34,81.417,52.369,10.872,106.837,-5.019,-18.455,-30.577,49.442,-43.808,72.503,-88.166
302,OBJ-302,FRAGMENT,India,18347.64,1970,-57.529,68.206,-13.929,225.627,-16.742,12.968,-35.961,-197.541,-158.966,-59.597,-70.997,-84.977,10.006,-113.593,92.275,-67.198,191.567,-43.828,-115.505,137.792,90.188,4.388,6.381,41.189,-16.489,90.323,188.443,37.965,251.611,-58.647,-10.396,-66.934,-273.063,88.907,-95.082,59.078,24.565,148.269,87.643,-3.204,40.894,190.858,-7.061,161.363
303,OBJ-303,PAYLOAD,UK,388.87,2021,103.824,-39.231,-61.523,71.322,-144.206,40.434,-58.776,-29.209,-146.894,165.144,-29.113,252.857,268.12,32.586,208.498,113.611,179.019,-43.865,79.785,-137.631,-29.008,-39.169,-97.107,-266.122,-47.421,89.321,9.195,103.513,-86.006,-17.576,-76.943,3.612,172.116,-15.059,-54.236,29.067,92.274,61.175,-34.311,62.22,179.35,-131.047,-77.608,23.154
304,OBJ-304,FRAGMENT,Japan,10447.45,2010,8.637,-42.251,-164.125,-7.906,-187.722,-91.229,-138.216,-26.671,-34.238,-1.901,38.655,-108.659,-38.19,18.995,12.607,-207.085,60.422,-96.522,-22.202,-18.07,-92.754,-179.741,77.846,-78.151,260.733,16.2,-138.108,-43.997,161.674,77.971,-136.268,254.563,-79.174,-64.816,10.485,-49.83,30.576,-74.419,69.87,93.019,165.786,-133.989,140.453,-85.966
305,OBJ-305,ROCKET BODY,Russia,22270.66,2008,-43.583,-5.461,-99.659,78.499,147.516,87.552,95.936,33.3,-136.083,8.504,60.413,5.512,-137.664,3.397,-7.331,7.01,35.423,91.842,101.134,92.213,-46.305,88.432,141.362,46.759,-111.538,127.844,-135.645,-38.531,-5.3,-32.999,13.97,-97.88,-70.399,-23.456,52.354,-19.544,-74.853,-123.432,-165.188,-55.81,-38.45,-9.841,-129.273,72.299
306,OBJ-306,UNKNOWN,India,35325.71,1959,6.929,-23.99,-123.232,111.628,-78.861,69.514,-13.802,-19.7,-180.397,7.246,72.099,77.971,170.248,118.943,-28.176,2.795,23.973,-136.755,-82.446,-149.786,101.431,51.754,132.117,171.239,5.858,-38.286,-93.264,-61.54,-42.588,-44.421,-41.2,33.214,-47.11,-69.852,-144.629,99.294,-40.121,-8.27,46.708,-136.565,91.899,-81.766,35.506,-99.919
307,OBJ-307,PAYLOAD,India,22804.2,1997,-29.354,-36.65,120.845,110.563,67.021,-80.243,-108.524,29.952,-38.546,230.31,-88.781,115.112,107.884,87.891,-106.376,11.84,43.703,-58.15,-0.906,94.707,19.032,92.512,-19.361,-1.456,-64.286,174.692,-67.168,62.11,-32.665,87.134,39.033,-103.381,-35.676,100.336,66.706,-168.564,-42.791,2.846,211.321,-100.286,-17.548,-25.558,-61.422,19.543
308,OBJ-308,UNKNOWN,Japan,9471.36,1962,11.313,-128.013,170.283,92.17,7.176,-105.951,-27.124,-45.022,23.409,-21.652,-85.968,-56.716,-115.651,63.998,84.225,72.742,-14.08,-92.564,-151.849,-17.985,27.756,-18.539,-258.296,9.587,2.462,-60.608,-189.278,66.549,-6.222,116.001,19.018,-148.549,150.041,18.667,43.681,-74.375,116.38,-169.752,-92.649,138.099,-167.152,10.87,27.35,-68.433
309,OBJ-309,FRAGMENT,Japan,22882.76,1981,75.811,-11.225,-109.543,-26.254,-41.665,-73.253,54.913,71.482,279.898,-2.364,-35.542,-187.492,46.526,-102.422,-6.886,6.116,121.102,-267.227,43.729,93.963,-116.999,35.693,23.373,-11.315,-33.34,-196.811,32.926,127.824,133.791,3.837,-121.561,79.929,54.383,82.373,-84.226,13.18,127.942,-5.198,143.31,6.848,66.499,-148.065,-27.969,124.293
310,OBJ-310,FRAGMENT,USA,19513.08,1969,-8.722,70.295,54.607,-50.137,-25.985,-2.828,2.884,59.431,54.868,-83.106,148.091,-59.027,83.521,-1.734,-14.971,-45.396,57.785,-47.824,44.874,21.747,13.223,-65.339,10.031,-130.653,81.15,-126.292,54.387,-124.65,75.61,166.07,-81.75,-40.687,-67.85,-144.878,224.922,103.964,81.455,-32.907,69.394,-124.919,-52.77,22.837,-18.059,-85.639
311,OBJ-311,PAYLOAD,UK,28109.66,1964,-36.957,26.464,87.352,-96.219,158.338,16.711,19.099,-32.669,175.227,-38.95,-100.068,86.132,16.383,118.443,68.734,-65.662,-96.536,-5.918,54.08,141.083,99.753,-74.48,-101.812,35.193,44.032,-135.18,-35.021,223.376,-21.161,16.575,94.463,159.938,-52.715,-44.647,-95.054,181.479,6.13,20.115,87.462,-93.336,-67.911,-76.116,5.77,-265.388
312,OBJ-312,ROCKET BODY,Japan,3994.19,1977,-112.352,94.812,-149.227,50.245,-144.806,3.839,4.255,53.301,-4.415,-103.139,-52.693,63.75,32.582,-21.466,77.948,129.834,65.499,-77.552,49.16,-129.191,-180.298,-28.36,-82.166,-152.135,77.807,-74.019,204.572,-31.245,-186.583,87.633,103.273,56.786,249.437,-102.524,73.452,88.951,-205.744,201.734,66.957,116.451,-58.328,107.217,-95.92,-44.854
313,OBJ-313,DEBRIS,China,27435.24,2024,57.918,-72.855,16.098,-15.894,-38.646,129.873,-127.686,-19.065,55.957,-81.073,72.986,67.012,-63.226,155.426,-60.084,104.105,16.498,-26.828,-9.108,32.907,-38.895,92.181,-99.556,-8.524,-75.2,112.861,-42.947,-4.836,2.062,195.501,-37.143,-78.58,35.304,-162.572,27.754,-59.277,82.36,-166.984,-63.524,8.682,-75.457,-87.355,102.718,-66.719
314,OBJ-314,PAYLOAD,Germany,19558.99,1981,34.827,-127.806,253.352,-41.847,90.657,-71.496,94.851,-152.233,-14.614,-180.995,67.635,71.166,50.379,66.919,-57.696,287.764,-31.246,-24.263,-147.763,-151.157,62.318,-27.477,27.452,8.905,107.93,-44.913,120.28,16.343,13.284,-62.867,17.605,-87.696,-43.182,29.99,-41.36,-176.18,78.165,94.479,-130.347,-167.474,183.246,-71.125,66.58,-24.42
315,OBJ-315,DEBRIS,Russia,34673.63,2024,-118.194,-24.585,67.715,-47.066,-128.315,-108.666,-170.825,90.45,268.312,88.152,55.542,134.008,-49.135,170.956,-62.136,-28.099,189.853,-13.303,99.208,41.954,15.824,-5.409,-82.241,4.93,-48.17,-135.5,-138.77,-91.079,125.852,-52.133,-104.074,72.061,-162.187,-106.451,9.024,186.796,28.486,48.567,47.449,-110.215,-120.521,-93.121,-98.782,55.697
316,OBJ-316,DEBRIS,UK,12412.7,2001,83.549,-61.424,-24.53,145.019,131.728,0.01,46.154,-90.682,-68.559,15.675,8.084,-77.589,-264.539,-106.733,211.351,-63.821,10.377,-105.405,-3.843,32.782,-101.88,24.244,16.509,-129.841,-140.625,-145.62,29.995,-41.162,-147.013,79.942,-5.368,-105.291,-167.569,-37.301,53.366,-84.161,47.934,-49.693,-12.279,115.287,-15.372,-41.43,141.147,-118.188
317,OBJ-317,ROCKET BODY,Other,22833.17,2016,-119.818,-51.033,-56.019,95.268,89.225,-169.308,61.557,89.382,-54.997,23.911,-106.513,-119.79,19.627,-15.466,147.715,45.317,-195.684,-111.149,39.348,-28.508,39.826,2.534,237.654,-70.903,-18.189,-5.753,45.005,146.06,-49.351,-16.059,110.533,-108.096,-111.689,-97.15,285.468,14.595,-81.17,2.419,-139.21,-56.783,-168.844,-144.123,76.1,-77.716
318,OBJ-318,DEBRIS,China,33563.89,1968,102.922,21.175,-202.246,183.039,27.18,69.574,-21.984,32.403,79.654,-5.244,-69.078,37.048,-167.595,-6.013,70.704,42.902,-24.134,4.695,-18.522,-78.38,-116.741,101.434,-18.584,68.874,11.337,152.474,-71.06,147.619,-52.507,-94.093,166.831,-171.921,9.584,-40.747,-144.854,-11.691,-34.336,91.358,-45.391,209.48,-73.163,52.213,10.194,-0.587
319,OBJ-319,DEBRIS,Europe,3833.95,1988,68.786,-50.308,47.047,52.902,-50.316,9.796,35.342,-8.452,20.747,7.177,112.649,-104.852,101.349,60.617,-37.541,63.636,99.349,-147.609,195.876,-32.537,-86.755,-74.807,-116.003,7.286,-124.974,22.104,16.722,20.511,-5.588,-34.918,-12.562,62.339,110.941,58.884,-271.111,-6.909,-82.062,11.127,-105.399,191.545,-131.363,-52.725,-142.123,-65.945
320,OBJ-320,ROCKET BODY,Japan,33750.27,1969,41.967,-125.007,194.782,5.695,-141.157,-33.804,-27.714,-187.699,-42.416,161.914,77.364,-126.092,-113.082,-73.86,-25.693,84.713,-92.647,-21.413,-56.765,9.765,-76.256,9.974,-145.334,-70.247,87.36,94.388,-72.076,104.379,9.104,-141.476,-31.42,-80.962,61.607,-95.671,-101.014,-116.613,-15.534,-193.605,191.783,148.956,51.656,81.188,-64.533,6.501
321,OBJ-321,DEBRIS,Other,24813.82,1987,-37.7,-55.899,-81.354,-2.54,70.705,-39.355,36.55,153.975,96.038,-76.877,-133.498,122.396,-245.3,-160.761,36.344,62.667,95.951,163.549,-60.611,28.419,154.339,47.423,33.007,-107.113,-81.116,40.183,-31.192,41.085,43.841,2.462,-143.645,35.972,117.406,-45.371,-3.013,179.609,87.705,36.459,84.18,49.82,-152.373,5.858,-188.726,53.773
322,OBJ-322,DEBRIS,Japan,2591.28,1976,57.578,34.006,-193.558,-102.03,274.864,91.0,99.292,-36.311,-4.115,27.836,86.946,25.036,-176.929,37.82,220.913,107.503,-99.769,-3.882,-156.164,193.232,-166.971,-164.228,200.289,80.281,-85.396,-152.649,-28.291,-5.715,-189.486,16.309,-59.847,-130.225,56.577,52.84,66.549,-87.486,43.873,72.189,-97.791,103.304,143.096,171.221,17.991,1.356
323,OBJ-323,DEBRIS,India,10946.53,1974,107.637,67.148,-66.422,-126.142,14.589,87.815,-79.213,63.456,-4.82,27.299,130.878,2.849,-4.148,-36.647,28.888,120.801,133.667,-182.657,11.291,87.342,-159.59,26.605,-90.16,3.436,-0.004,60.136,-140.542,-75.376,17.298,108.494,-6.849,-163.833,-122.584,68.163,9.647,15.866,-104.436,-41.337,50.147,-5.581,-131.435,-25.813,84.678,110.012
324,OBJ-324,PAYLOAD,China,25540.89,2016,59.235,66.142,88.16,50.734,-182.605,-24.637,67.396,-11.397,23.058,114.199,5.383,4.927,18.651,-47.07,50.883,122.584,-57.257,17.982,185.841,-58.69,28.332,134.202,-215.497,-113.076,85.73,-113.903,52.289,-86.146,24.565,118.05,-17.438,71.977,42.486,-39.397,-15.219,-44.514,183.205,86.378,-115.849,-2.987,-103.898,-35.776,-72.341,-94.828
325,OBJ-325,PAYLOAD,India,2573.85,2019,-67.025,42.447,-42.85,-93.468,45.752,59.177,169.24,-27.144,-173.412,43.865,42.628,-10.614,-141.264,-69.281,-254.898,-226.134,-35.179,81.849,12.504,57.938,10.48,-35.049,170.747,-18.865,-121.582,-41.678,59.198,-75.769,7.515,-31.724,-56.749,-15.851,46.762,29.53,153.667,61.369,17.306,94.268,-181.798,-120.009,67.449,58.856,0.588,-57.858
