norad_id,name,object_type,altitude_category,orbital_band,congestion_risk,inclination,eccentricity,launch_year_estimate,days_in_orbit_estimate,orbit_lifetime_category,mean_motion,epoch,data_source,snapshot_date,country,last_seen
10337,OBJECT_337,DEBRIS,GEO,GEO,High,6.2,0.00363,2019,12942,Moderate,10.83,2026-12-04,ISRO,2026-03-28,IND,2026-03-28
10338,OBJECT_338,PAYLOAD,GEO,MEO,High,5.92,0.01018,1977,1670,Very Long,7.25,2026-12-05,CNSA,2026-03-28,USA,2026-03-28
10339,OBJECT_339,PAYLOAD,GEO,MEO,Low,46.35,0.07285,2015,7129,Long,4.69,2026-12-06,ESA,2026-03-28,CHN,2026-03-28
10340,OBJECT_340,PAYLOAD,GEO,LEO,High,42.42,0.01997,1990,19070,Long,14.69,2026-12-07,CNSA,2026-03-28,IND,2026-03-28
10341,OBJECT_341,PAYLOAD,GEO,GEO,Low,37.88,0.03713,2018,12092,Short,12.05,2026-12-08,ESA,2026-03-28,USA,2026-03-28
10342,OBJECT_342,PAYLOAD,GEO,MEO,High,58.92,0.05017,1961,18316,Very Long,9.54,2026-12-09,NASA,2026-03-28,RUS,2026-03-28
10343,OBJECT_343,PAYLOAD,GEO,LEO,Moderate,38.49,0.07255,1998,7309,Long,10.56,2026-12-10,ESA,2026-03-28,CHN,2026-03-28
10344,OBJECT_344,PAYLOAD,GEO,MEO,Low,23.07,0.01132,2020,1127,Moderate,2.0,2026-12-11,CNSA,2026-03-28,EU,2026-03-28
10345,OBJECT_345,DEBRIS,GEO,LEO,Low,37.14,0.04064,2022,6022,Moderate,8.32,2026-12-12,ESA,2026-03-28,USA,2026-03-28
10346,OBJECT_346,DEBRIS,GEO,LEO,Low,116.99,0.04851,1977,6438,Very Long,3.7,2026-12-13,ISRO,2026-03-28,EU,2026-03-28
10347,OBJECT_347,PAYLOAD,GEO,GEO,High,49.33,0.05408,1976,7040,Short,3.94,2026-12-14,NASA,2026-03-28,CHN,2026-03-28
10348,OBJECT_348,PAYLOAD,GEO,MEO,Moderate,53.37,0.08184,1998,17588,Very Long,11.41,2026-12-15,ISRO,2026-03-28,USA,2026-03-28
10349,OBJECT_349,DEBRIS,GEO,GEO,Low,69.19,0.01717,2013,4136,Short,15.54,2026-12-16,ISRO,2026-03-28,USA,2026-03-28
10350,OBJECT_350,DEBRIS,GEO,MEO,Low,118.0,0.08078,1994,15112,Very Long,7.16,2026-12-17,ISRO,2026-03-28,CHN,2026-03-28
10351,OBJECT_351,DEBRIS,GEO,GEO,Low,28.99,0.06929,1970,11965,Moderate,3.93,2026-12-18,ISRO,2026-03-28,RUS,2026-03-28
10352,OBJECT_352,DEBRIS,GEO,MEO,Low,81.75,0.05559,2020,8712,Very Long,11.2,2026-12-19,ESA,2026-03-28,USA,2026-03-28
10353,OBJECT_353,PAYLOAD,GEO,GEO,Moderate,85.92,0.06995,2003,7905,Long,14.87,2026-12-20,ISRO,2026-03-28,CHN,2026-03-28
10354,OBJECT_354,PAYLOAD,GEO,LEO,High,72.88,0.0412,1984,2284,Long,12.85,2026-12-21,ESA,2026-03-28,IND,2026-03-28
10355,OBJECT_355,DEBRIS,GEO,MEO,Moderate,10.63,0.01384,2007,2478,Very Long,14.83,2026-12-22,ISRO,2026-03-28,EU,2026-03-28
10356,OBJECT_356,PAYLOAD,GEO,MEO,Low,81.22,0.06658,1991,3094,Short,9.35,2026-12-23,CNSA,2026-03-28,USA,2026-03-28
10357,OBJECT_357,DEBRIS,GEO,LEO,Moderate,7.69,0.05247,1963,7208,Short,12.91,2026-12-24,ISRO,2026-03-28,IND,2026-03-28
10358,OBJECT_358,ROCKET_BODY,GEO,GEO,Low,71.54,0.06394,1997,9395,Moderate,2.81,2026-12-25,CNSA,2026-03-28,USA,2026-03-28
10359,OBJECT_359,DEBRIS,GEO,MEO,High,88.75,0.0338,2022,14842,Moderate,6.25,2026-12-26,ESA,2026-03-28,RUS,2026-03-28
10360,OBJECT_360,PAYLOAD,GEO,MEO,High,25.32,0.09069,2006,6228,Short,6.93,2026-12-27,NASA,2026-03-28,CHN,2026-03-28
10361,OBJECT_361,DEBRIS,GEO,GEO,High,100.99,0.05874,1960,13281,Very Long,8.94,2026-12-28,ESA,2026-03-28,USA,2026-03-28
10362,OBJECT_362,PAYLOAD,GEO,LEO,Low,3.64,0.00854,1962,3536,Moderate,15.83,2026-12-29,NASA,2026-03-28,CHN,2026-03-28
10363,OBJECT_363,DEBRIS,GEO,GEO,Moderate,101.26,0.04498,2021,10583,Short,14.93,2026-12-30,NASA,2026-03-28,USA,2026-03-28
10364,OBJECT_364,ROCKET_BODY,GEO,GEO,High,55.24,0.07564,2023,2914,Short,2.72,2026-12-31,ISRO,2026-03-28,RUS,2026-03-28
10365,OBJECT_365,PAYLOAD,GEO,GEO,Low,26.11,0.07941,1976,2341,Very Long,3.35,2027-01-01,NASA,2026-03-28,RUS,2026-03-28
10366,OBJECT_366,ROCKET_BODY,GEO,MEO,Low,16.05,0.04946,2021,5290,Long,6.4,2027-01-02,ESA,2026-03-28,IND,2026-03-28
10367,OBJECT_367,ROCKET_BODY,GEO,LEO,Moderate,114.4,0.08947,1994,598,Short,5.3,2027-01-03,ISRO,2026-03-28,RUS,2026-03-28
10368,OBJECT_368,PAYLOAD,GEO,LEO,High,8.72,0.02677,1972,15026,Moderate,10.64,2027-01-04,NASA,2026-03-28,CHN,2026-03-28
10369,OBJECT_369,PAYLOAD,GEO,GEO,Low,23.89,0.04106,1994,7146,Very Long,15.4,2027-01-05,ESA,2026-03-28,RUS,2026-03-28
10370,OBJECT_370,PAYLOAD,GEO,MEO,Moderate,41.74,0.08986,2002,2903,Very Long,16.38,2027-01-06,NASA,2026-03-28,USA,2026-03-28
10371,OBJECT_371,PAYLOAD,GEO,GEO,High,74.43,0.08963,1961,8956,Very Long,11.28,2027-01-07,NASA,2026-03-28,RUS,2026-03-28
10372,OBJECT_372,PAYLOAD,GEO,MEO,Moderate,65.38,0.06857,2015,7695,Long,14.33,2027-01-08,ISRO,2026-03-28,CHN,2026-03-28
10373,OBJECT_373,DEBRIS,GEO,MEO,Moderate,15.08,0.0859,2010,4831,Long,9.17,2027-01-09,ISRO,2026-03-28,USA,2026-03-28
10374,OBJECT_374,PAYLOAD,GEO,MEO,Low,34.77,0.00888,2013,9835,Moderate,3.94,2027-01-10,ESA,2026-03-28,IND,2026-03-28
10375,OBJECT_375,PAYLOAD,GEO,MEO,Low,28.65,0.0865,1975,10490,Moderate,9.16,2027-01-11,ISRO,2026-03-28,IND,2026-03-28
10376,OBJECT_376,DEBRIS,GEO,LEO,Low,25.63,0.03206,1977,15769,Very Long,9.66,2027-01-12,ISRO,2026-03-28,IND,2026-03-28
10377,OBJECT_377,PAYLOAD,GEO,MEO,Moderate,49.34,0.01783,1966,10365,Moderate,12.75,2027-01-13,CNSA,2026-03-28,USA,2026-03-28
10378,OBJECT_378,DEBRIS,GEO,MEO,Low,84.48,0.02394,2004,2161,Short,4.13,2027-01-14,CNSA,2026-03-28,IND,2026-03-28
10379,OBJECT_379,PAYLOAD,GEO,GEO,Moderate,26.09,0.0418,1995,13269,Long,6.58,2027-01-15,ESA,2026-03-28,RUS,2026-03-28
10380,OBJECT_380,PAYLOAD,GEO,GEO,Moderate,44.0,0.02512,2000,14486,Very Long,6.51,2027-01-16,ISRO,2026-03-28,USA,2026-03-28
10381,OBJECT_381,DEBRIS,GEO,LEO,Low,46.91,0.03206,2001,2923,Very Long,16.33,2027-01-17,ESA,2026-03-28,USA,2026-03-28
10382,OBJECT_382,DEBRIS,GEO,GEO,High,117.17,0.0135,1966,3805,Short,7.83,2027-01-18,CNSA,2026-03-28,USA,2026-03-28
10383,OBJECT_383,DEBRIS,GEO,MEO,High,114.56,0.02962,1974,2369,Short,12.96,2027-01-19,CNSA,2026-03-28,EU,2026-03-28
10384,OBJECT_384,DEBRIS,GEO,GEO,High,96.02,0.05723,2019,15158,Short,12.89,2027-01-20,CNSA,2026-03-28,CHN,2026-03-28
10385,OBJECT_385,DEBRIS,GEO,LEO,Moderate,29.0,0.04419,1999,8094,Short,4.88,2027-01-21,ESA,2026-03-28,EU,2026-03-28
10386,OBJECT_386,PAYLOAD,GEO,GEO,Moderate,8.16,0.03467,1996,3933,Very Long,9.94,2027-01-22,ISRO,2026-03-28,EU,2026-03-28
10387,OBJECT_387,PAYLOAD,GEO,GEO,Moderate,38.03,0.07465,2025,11553,Long,15.26,2027-01-23,NASA,2026-03-28,EU,2026-03-28
10388,OBJECT_388,DEBRIS,GEO,LEO,Low,32.02,0.08935,2014,5609,Long,8.34,2027-01-24,ISRO,2026-03-28,CHN,2026-03-28
10389,OBJECT_389,DEBRIS,GEO,LEO,Moderate,60.71,0.07568,2015,12900,Short,16.09,2027-01-25,ESA,2026-03-28,EU,2026-03-28
10390,OBJECT_390,ROCKET_BODY,GEO,MEO,Low,93.33,0.0332,2003,9293,Moderate,4.04,2027-01-26,CNSA,2026-03-28,IND,2026-03-28
10391,OBJECT_391,PAYLOAD,GEO,GEO,Low,103.0,0.07444,2016,9863,Very Long,1.72,2027-01-27,NASA,2026-03-28,USA,2026-03-28
10392,OBJECT_392,PAYLOAD,GEO,MEO,High,101.38,0.0152,1965,5532,Long,15.21,2027-01-28,ESA,2026-03-28,USA,2026-03-28
10393,OBJECT_393,DEBRIS,GEO,GEO,High,43.16,0.01303,1991,10413,Short,14.49,2027-01-29,CNSA,2026-03-28,RUS,2026-03-28
10394,OBJECT_394,PAYLOAD,GEO,GEO,High,82.47,0.03456,1977,6345,Moderate,16.88,2027-01-30,ESA,2026-03-28,IND,2026-03-28
10395,OBJECT_395,ROCKET_BODY,GEO,MEO,Low,37.54,0.08077,1966,16760,Moderate,11.71,2027-01-31,NASA,2026-03-28,CHN,2026-03-28
10396,OBJECT_396,DEBRIS,GEO,GEO,Low,7.31,0.02463,1967,7888,Short,15.96,2027-02-01,CNSA,2026-03-28,USA,2026-03-28
10397,OBJECT_397,PAYLOAD,GEO,GEO,Low,84.19,0.00633,2023,17994,Very Long,14.14,2027-02-02,ISRO,2026-03-28,EU,2026-03-28
10398,OBJECT_398,DEBRIS,GEO,GEO,Moderate,1.18,0.01317,1966,16159,Long,14.43,2027-02-03,ESA,2026-03-28,RUS,2026-03-28
10399,OBJECT_399,DEBRIS,GEO,LEO,Low,49.1,0.08587,2000,19324,Moderate,9.89,2027-02-04,NASA,2026-03-28,RUS,2026-03-28
10400,OBJECT_400,PAYLOAD,GEO,MEO,High,39.53,0.06338,1999,17998,Long,6.81,2027-02-05,ISRO,2026-03-28,USA,2026-03-28
10401,OBJECT_401,ROCKET_BODY,GEO,LEO,High,83.21,0.02532,1962,3680,Long,15.92,2027-02-06,NASA,2026-03-28,IND,2026-03-28
10402,OBJECT_402,DEBRIS,GEO,MEO,Low,91.95,0.05553,1976,7541,Moderate,7.63,2027-02-07,ESA,2026-03-28,RUS,2026-03-28
10403,OBJECT_403,DEBRIS,GEO,MEO,Low,36.49,0.05276,2025,9489,Short,9.39,2027-02-08,NASA,2026-03-28,USA,2026-03-28
10404,OBJECT_404,PAYLOAD,GEO,GEO,High,97.4,0.06554,2011,7075,Moderate,7.86,2027-02-09,CNSA,2026-03-28,IND,2026-03-28
10405,OBJECT_405,DEBRIS,GEO,MEO,Low,35.27,0.02332,1981,3997,Moderate,9.82,2027-02-10,NASA,2026-03-28,USA,2026-03-28
10406,OBJECT_406,PAYLOAD,GEO,LEO,High,53.56,0.08644,1963,5696,Very Long,8.26,2027-02-11,ESA,2026-03-28,USA,2026-03-28
10407,OBJECT_407,PAYLOAD,GEO,LEO,Moderate,87.24,0.03094,1965,14236,Long,1.29,2027-02-12,CNSA,2026-03-28,IND,2026-03-28
10408,OBJECT_408,ROCKET_BODY,GEO,LEO,High,83.15,0.06941,1997,2367,Short,15.05,2027-02-13,NASA,2026-03-28,IND,2026-03-28
10409,OBJECT_409,PAYLOAD,GEO,MEO,Moderate,118.48,0.00161,1985,14165,Long,7.83,2027-02-14,NASA,2026-03-28,IND,2026-03-28
10410,OBJECT_410,PAYLOAD,GEO,LEO,Low,27.02,0.03727,1970,6765,Moderate,10.22,2027-02-15,CNSA,2026-03-28,USA,2026-03-28
10411,OBJECT_411,ROCKET_BODY,GEO,MEO,Low,79.48,0.03517,1976,15528,Short,2.8,2027-02-16,ISRO,2026-03-28,RUS,2026-03-28
10412,OBJECT_412,ROCKET_BODY,MEO,LEO,Moderate,73.16,0.05435,1990,16293,Short,0.56,2027-02-17,ISRO,2026-03-28,CHN,2026-03-28
10413,OBJECT_413,DEBRIS,GEO,LEO,Low,109.81,0.00727,1994,1615,Short,4.55,2027-02-18,CNSA,2026-03-28,CHN,2026-03-28
10414,OBJECT_414,DEBRIS,MEO,MEO,Moderate,18.76,0.07901,1975,14397,Short,12.13,2027-02-19,NASA,2026-03-28,USA,2026-03-28
10415,OBJECT_415,PAYLOAD,GEO,LEO,Low,90.22,0.02178,1977,18801,Very Long,2.14,2027-02-20,ISRO,2026-03-28,USA,2026-03-28
10416,OBJECT_416,PAYLOAD,MEO,GEO,High,68.19,0.0677,2021,16881,Short,15.5,2027-02-21,CNSA,2026-03-28,RUS,2026-03-28
10417,OBJECT_417,PAYLOAD,GEO,MEO,Low,32.96,0.08032,1986,16889,Moderate,4.05,2027-02-22,ESA,2026-03-28,IND,2026-03-28
10418,OBJECT_418,DEBRIS,GEO,MEO,High,56.93,0.05619,1994,5734,Very Long,3.88,2027-02-23,NASA,2026-03-28,USA,2026-03-28
10419,OBJECT_419,DEBRIS,GEO,MEO,High,40.05,0.07409,2004,3217,Moderate,3.49,2027-02-24,ESA,2026-03-28,EU,2026-03-28
10420,OBJECT_420,DEBRIS,GEO,GEO,Moderate,69.52,0.06619,1994,4365,Moderate,0.73,2027-02-25,NASA,2026-03-28,IND,2026-03-28
10421,OBJECT_421,DEBRIS,GEO,MEO,Low,106.68,0.03555,1987,12270,Long,13.23,2027-02-26,ISRO,2026-03-28,USA,2026-03-28
10422,OBJECT_422,PAYLOAD,GEO,LEO,Moderate,68.32,0.08089,1968,17862,Short,14.94,2027-02-27,ESA,2026-03-28,EU,2026-03-28
10423,OBJECT_423,PAYLOAD,GEO,LEO,Low,75.81,0.02947,1974,13830,Short,10.63,2027-02-28,ESA,2026-03-28,RUS,2026-03-28
10424,OBJECT_424,PAYLOAD,GEO,LEO,High,62.25,0.05712,1980,4961,Moderate,3.61,2027-03-01,CNSA,2026-03-28,EU,2026-03-28
10425,OBJECT_425,DEBRIS,GEO,MEO,High,6.14,0.07454,2011,18782,Short,5.21,2027-03-02,ISRO,2026-03-28,USA,2026-03-28
10426,OBJECT_426,PAYLOAD,GEO,LEO,Low,27.94,0.0379,1994,8302,Very Long,8.35,2027-03-03,ISRO,2026-03-28,CHN,2026-03-28
10427,OBJECT_427,DEBRIS,GEO,MEO,Low,59.04,0.03028,2010,8842,Long,16.25,2027-03-04,NASA,2026-03-28,USA,2026-03-28
10428,OBJECT_428,PAYLOAD,GEO,LEO,Moderate,37.23,0.04593,2014,7731,Short,4.58,2027-03-05,CNSA,2026-03-28,CHN,2026-03-28
10429,OBJECT_429,PAYLOAD,GEO,GEO,Low,21.81,0.0818,2003,17884,Short,12.57,2027-03-06,CNSA,2026-03-28,RUS,2026-03-28
10430,OBJECT_430,PAYLOAD,GEO,GEO,Low,60.5,0.09299,2024,16980,Very Long,7.75,2027-03-07,NASA,2026-03-28,RUS,2026-03-28
10431,OBJECT_431,DEBRIS,GEO,GEO,Low,38.74,0.05451,1984,979,Long,5.41,2027-03-08,ESA,2026-03-28,IND,2026-03-28
10432,OBJECT_432,DEBRIS,GEO,GEO,Moderate,30.97,0.06615,2006,731,Very Long,8.02,2027-03-09,NASA,2026-03-28,IND,2026-03-28
10433,OBJECT_433,PAYLOAD,GEO,MEO,Low,55.68,0.09033,2015,57,Moderate,1.67,2027-03-10,NASA,2026-03-28,CHN,2026-03-28
10434,OBJECT_434,PAYLOAD,GEO,LEO,High,15.99,0.00985,1997,2244,Moderate,13.68,2027-03-11,NASA,2026-03-28,CHN,2026-03-28
10435,OBJECT_435,DEBRIS,GEO,GEO,Moderate,111.33,0.02321,1970,1702,Short,4.51,2027-03-12,CNSA,2026-03-28,RUS,2026-03-28
10436,OBJECT_436,PAYLOAD,GEO,MEO,Moderate,104.12,0.07089,1974,17671,Long,12.47,2027-03-13,NASA,2026-03-28,EU,2026-03-28
10437,OBJECT_437,DEBRIS,GEO,GEO,High,84.91,0.08237,1960,8304,Moderate,1.63,2027-03-14,NASA,2026-03-28,CHN,2026-03-28
10438,OBJECT_438,DEBRIS,MEO,GEO,High,12.75,0.0857,1966,15101,Very Long,16.26,2027-03-15,NASA,2026-03-28,CHN,2026-03-28
10439,OBJECT_439,PAYLOAD,GEO,MEO,High,93.11,0.04151,1960,12999,Moderate,3.68,2027-03-16,ISRO,2026-03-28,EU,2026-03-28
10440,OBJECT_440,PAYLOAD,GEO,MEO,Low,96.95,0.00893,2008,9394,Moderate,15.07,2027-03-17,ESA,2026-03-28,IND,2026-03-28
10441,OBJECT_441,ROCKET_BODY,GEO,LEO,High,92.13,0.04378,1988,948,Very Long,13.86,2027-03-18,ESA,2026-03-28,IND,2026-03-28
10442,OBJECT_442,PAYLOAD,GEO,LEO,Low,13.68,0.02307,1985,6554,Short,16.47,2027-03-19,ESA,2026-03-28,CHN,2026-03-28
10443,OBJECT_443,PAYLOAD,GEO,GEO,Moderate,77.27,0.02912,2004,758,Long,8.39,2027-03-20,ESA,2026-03-28,IND,2026-03-28
10444,OBJECT_444,DEBRIS,GEO,GEO,Moderate,100.12,0.07723,1971,14867,Short,12.5,2027-03-21,CNSA,2026-03-28,IND,2026-03-28
10445,OBJECT_445,ROCKET_BODY,GEO,LEO,High,69.28,0.00755,1991,11581,Very Long,6.62,2027-03-22,CNSA,2026-03-28,IND,2026-03-28
10446,OBJECT_446,ROCKET_BODY,GEO,LEO,Low,77.57,0.08276,1979,5652,Moderate,3.54,2027-03-23,NASA,2026-03-28,RUS,2026-03-28
10447,OBJECT_447,DEBRIS,GEO,MEO,High,55.0,0.04277,2010,7274,Long,7.81,2027-03-24,CNSA,2026-03-28,USA,2026-03-28
10448,OBJECT_448,PAYLOAD,GEO,LEO,High,63.44,0.05961,1995,10034,Short,3.23,2027-03-25,ESA,2026-03-28,CHN,2026-03-28
10449,OBJECT_449,PAYLOAD,GEO,LEO,Low,4.13,0.00897,1960,3536,Very Long,16.7,2027-03-26,ISRO,2026-03-28,CHN,2026-03-28
10450,OBJECT_450,DEBRIS,GEO,GEO,High,76.68,0.03374,1986,18678,Moderate,2.09,2027-03-27,NASA,2026-03-28,RUS,2026-03-28
10451,OBJECT_451,DEBRIS,GEO,LEO,Moderate,9.77,0.00897,1999,17489,Moderate,10.22,2027-03-28,NASA,2026-03-28,USA,2026-03-28
10452,OBJECT_452,PAYLOAD,GEO,GEO,High,52.2,0.09615,1973,8854,Short,10.84,2027-03-29,ESA,2026-03-28,USA,2026-03-28
10453,OBJECT_453,ROCKET_BODY,GEO,LEO,Low,35.12,0.08073,1965,909,Very Long,9.38,2027-03-30,ESA,2026-03-28,RUS,2026-03-28
10454,OBJECT_454,PAYLOAD,GEO,MEO,Low,65.45,0.04596,1992,4618,Moderate,11.43,2027-03-31,ESA,2026-03-28,EU,2026-03-28
10455,OBJECT_455,PAYLOAD,GEO,LEO,Moderate,16.01,0.02236,2014,10049,Moderate,2.42,2027-04-01,CNSA,2026-03-28,EU,2026-03-28
10456,OBJECT_456,PAYLOAD,GEO,LEO,Low,83.0,0.09335,1978,2312,Long,9.66,2027-04-02,NASA,2026-03-28,USA,2026-03-28
10457,OBJECT_457,PAYLOAD,GEO,LEO,Low,95.4,0.03446,1988,16021,Moderate,5.24,2027-04-03,ESA,2026-03-28,EU,2026-03-28
10458,OBJECT_458,PAYLOAD,GEO,GEO,Moderate,19.6,0.0161,2020,17174,Short,16.01,2027-04-04,ISRO,2026-03-28,EU,2026-03-28
10459,OBJECT_459,PAYLOAD,GEO,MEO,High,12.52,0.05632,1983,13586,Very Long,13.07,2027-04-05,NASA,2026-03-28,EU,2026-03-28
10460,OBJECT_460,PAYLOAD,GEO,LEO,Moderate,17.46,0.09438,1982,14018,Very Long,16.55,2027-04-06,NASA,2026-03-28,USA,2026-03-28
10461,OBJECT_461,DEBRIS,GEO,GEO,High,105.26,0.00038,1969,16556,Long,1.12,2027-04-07,CNSA,2026-03-28,EU,2026-03-28
10462,OBJECT_462,DEBRIS,GEO,MEO,Moderate,63.38,0.02381,2013,12553,Very Long,5.2,2027-04-08,NASA,2026-03-28,CHN,2026-03-28
10463,OBJECT_463,DEBRIS,GEO,GEO,High,56.07,0.09384,2000,13338,Short,3.72,2027-04-09,ESA,2026-03-28,USA,2026-03-28
10464,OBJECT_464,ROCKET_BODY,GEO,GEO,Moderate,12.81,0.01711,2008,1886,Moderate,0.68,2027-04-10,ESA,2026-03-28,RUS,2026-03-28
10465,OBJECT_465,PAYLOAD,GEO,MEO,High,77.95,0.01132,1976,1050,Long,4.5,2027-04-11,ISRO,2026-03-28,EU,2026-03-28
10466,OBJECT_466,PAYLOAD,GEO,LEO,Moderate,104.16,0.05702,2015,10504,Very Long,11.7,2027-04-12,NASA,2026-03-28,IND,2026-03-28
10467,OBJECT_467,DEBRIS,GEO,GEO,High,99.38,0.08618,2004,1162,Long,4.31,2027-04-13,NASA,2026-03-28,USA,2026-03-28
10468,OBJECT_468,PAYLOAD,GEO,GEO,Moderate,75.13,0.04771,1989,816,Long,8.9,2027-04-14,CNSA,2026-03-28,RUS,2026-03-28
10469,OBJECT_469,ROCKET_BODY,GEO,LEO,Low,9.03,0.09946,2003,3767,Very Long,15.15,2027-04-15,ESA,2026-03-28,CHN,2026-03-28
10470,OBJECT_470,PAYLOAD,GEO,LEO,High,13.49,0.06792,2014,3240,Long,11.95,2027-04-16,ISRO,2026-03-28,RUS,2026-03-28
10471,OBJECT_471,ROCKET_BODY,GEO,MEO,Moderate,5.92,0.00741,1978,13943,Very Long,7.01,2027-04-17,ESA,2026-03-28,EU,2026-03-28
10472,OBJECT_472,PAYLOAD,GEO,MEO,High,30.9,0.09928,1988,8273,Short,6.65,2027-04-18,NASA,2026-03-28,IND,2026-03-28
10473,OBJECT_473,DEBRIS,GEO,MEO,High,16.28,0.04079,1961,19189,Very Long,8.02,2027-04-19,NASA,2026-03-28,EU,2026-03-28
10474,OBJECT_474,DEBRIS,GEO,LEO,Moderate,31.21,0.02874,1995,870,Moderate,3.42,2027-04-20,ISRO,2026-03-28,RUS,2026-03-28
10475,OBJECT_475,ROCKET_BODY,GEO,GEO,High,46.21,0.05579,1978,5527,Very Long,10.96,2027-04-21,NASA,2026-03-28,USA,2026-03-28
10476,OBJECT_476,PAYLOAD,GEO,GEO,Moderate,113.16,0.03043,1966,7742,Moderate,6.51,2027-04-22,ISRO,2026-03-28,IND,2026-03-28
10477,OBJECT_477,DEBRIS,GEO,MEO,Low,73.25,0.00865,1985,4695,Long,14.56,2027-04-23,ISRO,2026-03-28,IND,2026-03-28
10478,OBJECT_478,ROCKET_BODY,GEO,LEO,High,100.2,0.00014,1997,1935,Very Long,12.98,2027-04-24,ESA,2026-03-28,RUS,2026-03-28
10479,OBJECT_479,DEBRIS,GEO,GEO,Low,85.24,0.04496,1962,17088,Moderate,10.57,2027-04-25,ISRO,2026-03-28,EU,2026-03-28
10480,OBJECT_480,DEBRIS,GEO,MEO,High,13.5,0.08369,2025,16319,Very Long,6.51,2027-04-26,NASA,2026-03-28,RUS,2026-03-28
10481,OBJECT_481,DEBRIS,MEO,GEO,High,88.31,0.05723,2002,18908,Very Long,3.96,2027-04-27,CNSA,2026-03-28,IND,2026-03-28
10482,OBJECT_482,PAYLOAD,GEO,GEO,High,33.01,0.09992,2021,19024,Very Long,13.31,2027-04-28,CNSA,2026-03-28,RUS,2026-03-28
10483,OBJECT_483,DEBRIS,GEO,LEO,Moderate,76.69,0.02868,1983,6160,Short,8.53,2027-04-29,NASA,2026-03-28,IND,2026-03-28
10484,OBJECT_484,DEBRIS,GEO,LEO,Low,40.92,0.02805,1998,15720,Moderate,4.21,2027-04-30,CNSA,2026-03-28,EU,2026-03-28
10485,OBJECT_485,ROCKET_BODY,GEO,GEO,High,119.72,0.01597,2003,12994,Short,3.72,2027-05-01,CNSA,2026-03-28,USA,2026-03-28
10486,OBJECT_486,PAYLOAD,GEO,MEO,Moderate,31.63,0.01641,1964,13814,Short,3.23,2027-05-02,ISRO,2026-03-28,USA,2026-03-28
10487,OBJECT_487,PAYLOAD,GEO,LEO,High,33.5,0.02852,2014,1165,Moderate,13.32,2027-05-03,CNSA,2026-03-28,RUS,2026-03-28
10488,OBJECT_488,ROCKET_BODY,GEO,GEO,Moderate,111.68,0.07928,1989,620,Very Long,4.28,2027-05-04,CNSA,2026-03-28,IND,2026-03-28
10489,OBJECT_489,DEBRIS,GEO,LEO,High,2.96,0.09058,1988,7983,Short,9.19,2027-05-05,CNSA,2026-03-28,USA,2026-03-28
10490,OBJECT_490,PAYLOAD,GEO,LEO,Low,83.6,0.09751,1985,3067,Short,7.95,2027-05-06,ESA,2026-03-28,IND,2026-03-28
10491,OBJECT_491,DEBRIS,GEO,LEO,Low,87.04,0.02323,1985,8639,Short,10.06,2027-05-07,NASA,2026-03-28,EU,2026-03-28
10492,OBJECT_492,PAYLOAD,GEO,GEO,High,100.37,0.08813,1996,2338,Very Long,14.97,2027-05-08,ISRO,2026-03-28,RUS,2026-03-28
10493,OBJECT_493,PAYLOAD,GEO,MEO,Moderate,116.93,0.03283,2012,5595,Short,14.82,2027-05-09,CNSA,2026-03-28,IND,2026-03-28
10494,OBJECT_494,PAYLOAD,GEO,MEO,High,117.07,0.01128,1989,2461,Long,7.94,2027-05-10,NASA,2026-03-28,RUS,2026-03-28
10495,OBJECT_495,PAYLOAD,GEO,MEO,Moderate,7.83,0.087,1962,6821,Moderate,0.75,2027-05-11,CNSA,2026-03-28,IND,2026-03-28
10496,OBJECT_496,DEBRIS,GEO,LEO,High,98.62,0.06361,2002,3443,Long,7.54,2027-05-12,ESA,2026-03-28,IND,2026-03-28
10497,OBJECT_497,PAYLOAD,GEO,GEO,Moderate,77.56,0.01647,1966,16192,Very Long,10.5,2027-05-13,ESA,2026-03-28,EU,2026-03-28
10498,OBJECT_498,ROCKET_BODY,GEO,LEO,Low,77.68,0.04298,2008,19096,Short,9.7,2027-05-14,CNSA,2026-03-28,RUS,2026-03-28
10499,OBJECT_499,ROCKET_BODY,GEO,MEO,High,15.4,0.02873,2000,16327,Moderate,11.25,2027-05-15,CNSA,2026-03-28,CHN,2026-03-28
10500,OBJECT_500,DEBRIS,GEO,MEO,Low,78.02,0.07368,2013,10530,Short,3.04,2027-05-16,CNSA,2026-03-28,IND,2026-03-28
10501,OBJECT_501,DEBRIS,GEO,GEO,Low,117.9,0.04534,1986,17676,Very Long,11.17,2027-05-17,ESA,2026-03-28,IND,2026-03-28
10502,OBJECT_502,PAYLOAD,MEO,LEO,High,109.42,0.09893,1967,10391,Moderate,3.51,2027-05-18,ESA,2026-03-28,USA,2026-03-28
10503,OBJECT_503,DEBRIS,GEO,MEO,High,52.7,0.00547,1991,14031,Long,12.88,2027-05-19,NASA,2026-03-28,RUS,2026-03-28
10504,OBJECT_504,DEBRIS,GEO,GEO,Moderate,4.79,0.0355,2023,5375,Moderate,6.09,2027-05-20,ISRO,2026-03-28,CHN,2026-03-28
10505,OBJECT_505,PAYLOAD,GEO,LEO,Moderate,43.48,0.04819,1969,13143,Short,12.21,2027-05-21,ISRO,2026-03-28,EU,2026-03-28
